
input orientation, VRS
DMU,Efficiency,Holidays Taken,DeadlinesMissed,Experience(yrs),number of EOM,EOY(points),DeadlinesMet,TaskAssigned,EOM points (agg),Manager Score,TaskCompleted,VRS
84.000000,0.110613,0.005183,0.041953,0.000000,0.000000,0.000000,0.000000,0.000465,0.000530,0.000868,0.000000,-0.512095
85.000000,0.480502,0.059387,0.001208,0.025155,0.000000,0.000000,0.000000,0.003605,0.000815,0.024334,0.000000,-4.402820
86.000000,0.388062,0.011090,0.000764,0.061277,0.049341,0.001346,0.000000,0.008449,0.000000,0.000000,0.000000,-5.675938
87.000000,0.036200,0.004595,0.001443,0.000000,0.000000,0.000051,0.000000,0.000117,0.000000,0.000000,0.000000,-0.002883
88.000000,0.102130,0.017874,0.005651,0.000000,0.002643,0.000367,0.000000,0.000469,0.000000,0.000000,0.000000,-0.027974
89.000000,1.000000,0.020920,0.029588,0.000000,0.094993,0.000000,0.000000,0.005901,0.000910,0.028864,0.000000,-4.758644
90.000000,0.046432,0.004924,0.003200,0.000098,0.001830,0.000257,0.000000,0.000136,0.000000,0.000135,0.000000,-0.014577
91.000000,1.000000,0.006721,0.003567,0.000000,0.201586,0.012186,0.011463,0.000000,0.000513,0.000000,0.000000,-6.350964
92.000000,0.067837,0.007522,0.003061,0.000571,0.002704,0.000000,0.000000,0.000187,0.000000,0.000000,0.000000,-0.006513
93.000000,0.310036,0.140920,0.003954,0.000000,0.000000,0.004707,0.000000,0.000558,0.000415,0.014783,0.000000,-1.644707
94.000000,0.163893,0.006897,0.003389,0.000000,0.000000,0.008881,0.000509,0.000976,0.000253,0.002881,0.000000,-1.379188
95.000000,0.052863,0.001681,0.007478,0.000000,0.000222,0.000000,0.000000,0.000095,0.000337,0.000000,0.000000,-0.346652
96.000000,1.000000,0.098995,0.000027,0.000000,0.000000,0.000000,0.000000,0.002747,0.001367,0.016705,0.000000,-3.423538
97.000000,0.298285,0.020197,0.018319,0.000000,0.043416,0.000000,0.000886,0.000000,0.000429,0.003230,0.000000,-0.732447
98.000000,0.043800,0.004861,0.009605,0.000000,0.005496,0.000000,0.000000,0.000191,0.000130,0.000459,0.000000,-0.140996
99.000000,0.076421,0.006124,0.002973,0.000000,0.005835,0.000000,0.000000,0.000262,0.000000,0.000512,0.000000,-0.073316
100.000000,1.000000,0.004682,0.040887,0.000000,0.488317,0.000000,0.003102,0.000000,0.000000,0.018235,0.000000,-6.893063
101.000000,0.190482,0.004630,0.012273,0.030235,0.000000,0.000000,0.000398,0.000000,0.000000,0.000082,0.000000,-0.718038
102.000000,0.144436,0.005096,0.001756,0.010587,0.000000,0.000000,0.000000,0.000000,0.003552,0.000000,0.000000,-4.226257
103.000000,0.082157,0.007387,0.027554,0.000000,0.022418,0.000000,0.000000,0.000000,0.000074,0.000070,0.000000,-0.150481
104.000000,0.974216,0.029023,0.002918,0.047103,0.000000,0.037577,0.000000,0.000000,0.003556,0.019551,0.000000,-8.756858
105.000000,1.000000,0.003597,0.004997,0.369874,0.000000,0.000000,0.000729,0.008313,0.000427,0.009863,0.000000,-14.958778
106.000000,0.126669,0.006681,0.001772,0.000000,0.002959,0.001680,0.000000,0.000383,0.000000,0.000000,0.000000,-0.194437
107.000000,0.173678,0.003713,0.004154,0.000000,0.013211,0.002123,0.000000,0.001134,0.000104,0.003640,0.000000,-0.856863
108.000000,0.663996,0.013894,0.002341,0.048752,0.000000,0.031977,0.001354,0.001272,0.001307,0.007668,0.000000,-5.793772
109.000000,0.558012,0.007910,0.010379,0.027189,0.000000,0.000000,0.000534,0.001710,0.000000,0.038823,0.000000,-4.307302
110.000000,1.000000,0.018095,0.010755,0.000000,0.000000,0.012494,0.000000,0.000000,0.000678,0.014719,0.002686,-2.924118
111.000000,0.106232,0.017823,0.027935,0.000000,0.000000,0.000000,0.000000,0.000354,0.000000,0.000000,0.000000,0.100212
112.000000,0.175593,0.029266,0.013559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006215,0.000000,-0.346441
113.000000,0.094512,0.004863,0.001566,0.004995,0.000000,0.002607,0.000000,0.000440,0.000109,0.000000,0.000000,-0.451884
114.000000,0.179119,0.006091,0.062688,0.000000,0.111420,0.000000,0.000000,0.000000,0.000000,0.001388,0.000000,-1.122831
115.000000,0.407057,0.007372,0.004866,0.012883,0.316588,0.005175,0.000000,0.000000,0.000000,0.001112,0.000000,-4.214273
116.000000,1.000000,0.063755,0.030201,0.000000,0.068142,0.000000,0.000000,0.002432,0.000670,0.020087,0.000000,-2.248715
117.000000,0.048273,0.004769,0.003087,0.000161,0.002373,0.000000,0.000000,0.000139,0.000000,0.000268,0.000000,-0.014467
118.000000,0.197829,0.006477,0.013648,0.008976,0.000000,0.001285,0.000000,0.000330,0.000907,0.002374,0.000000,-1.251075
119.000000,0.137255,0.015686,0.011765,0.021569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.401961
120.000000,0.047412,0.004173,0.003102,0.003409,0.000000,0.000000,0.000000,0.000120,0.000003,0.000000,0.000000,-0.057577
121.000000,0.624465,0.015214,0.001653,0.068814,0.004931,0.007401,0.000000,0.009090,0.000000,0.000361,0.000000,-6.028411
122.000000,0.076984,0.007945,0.003893,0.000000,0.003148,0.000401,0.000000,0.000216,0.000000,0.000000,0.000000,-0.018834
123.000000,0.393283,0.003602,0.022132,0.004855,0.103159,0.000000,0.000000,0.002645,0.000000,0.015090,0.000000,-2.794236
124.000000,0.229401,0.020006,0.013904,0.002537,0.001011,0.000000,0.000000,0.000439,0.000000,0.000000,0.000000,0.047278
125.000000,0.169453,0.002817,0.002574,0.005975,0.000000,0.000169,0.000000,0.000642,0.000067,0.006232,0.000000,-0.809479
126.000000,0.673967,0.009338,0.003515,0.000000,0.485527,0.009208,0.000000,0.001379,0.000745,0.000000,0.000000,-6.946631
127.000000,1.000000,0.049292,0.001674,0.046521,0.251400,0.000000,0.000000,0.003973,0.000000,0.005264,0.000000,-5.207194
128.000000,0.053792,0.003333,0.001818,0.000000,0.000000,0.000000,0.000000,0.000588,0.000000,0.002736,0.000000,-0.357239
129.000000,0.261238,0.007362,0.004220,0.000000,0.032253,0.017620,0.000000,0.003295,0.000052,0.000254,0.000000,-2.924263
130.000000,0.154484,0.006388,0.001975,0.014215,0.018279,0.000000,0.000000,0.004765,0.000000,0.000000,0.000000,-2.455185
131.000000,0.045523,0.005231,0.002154,0.000374,0.001859,0.000000,0.000000,0.000133,0.000000,0.000000,0.000000,-0.004444
132.000000,0.102664,0.003396,0.003422,0.000000,0.000000,0.000000,0.000000,0.000542,0.000130,0.004528,0.000000,-0.538404
133.000000,0.064931,0.006073,0.002976,0.000000,0.002406,0.000306,0.000000,0.000165,0.000000,0.000000,0.000000,-0.014395
134.000000,0.278606,0.007517,0.005424,0.014463,0.028801,0.008481,0.001607,0.000000,0.000812,0.003119,0.000000,-2.185077
135.000000,0.381664,0.014492,0.043483,0.003034,0.000000,0.000000,0.000000,0.000000,0.004456,0.035641,0.000000,-7.160019
136.000000,0.107124,0.012354,0.006927,0.000000,0.014092,0.000000,0.000086,0.000000,0.000045,0.000000,0.000000,-0.044255
137.000000,0.089442,0.005730,0.004653,0.002707,0.009941,0.000000,0.000000,0.000257,0.000069,0.000386,0.000000,-0.175085
138.000000,0.125765,0.004622,0.002015,0.000000,0.000000,0.000797,0.000000,0.000546,0.000045,0.015073,0.000000,-1.524558
139.000000,1.000000,0.006057,0.002355,0.115070,0.045419,0.000000,0.002282,0.001403,0.001608,0.126670,0.000000,-17.065011
140.000000,0.050145,0.005270,0.004213,0.000000,0.000879,0.000000,0.000000,0.000132,0.000000,0.000000,0.000000,0.017382
141.000000,0.092970,0.006808,0.003397,0.000000,0.007565,0.000000,0.000000,0.000292,0.000086,0.002364,0.000000,-0.273935
142.000000,0.071914,0.007097,0.005399,0.000000,0.003044,0.000000,0.000000,0.000205,0.000000,0.000349,0.000000,-0.008867
143.000000,0.225332,0.006755,0.002574,0.017792,0.019334,0.000000,0.000000,0.005005,0.000000,0.000000,0.000000,-2.615479
144.000000,0.225398,0.018544,0.006422,0.000000,0.025182,0.009226,0.000000,0.000000,0.000148,0.000000,0.000000,-0.845028
145.000000,0.149712,0.005323,0.009766,0.000000,0.000000,0.006786,0.001801,0.000366,0.000000,0.011406,0.000000,-1.625742
146.000000,0.670297,0.092108,0.001763,0.000000,0.000000,0.000000,0.002025,0.000600,0.000000,0.009608,0.000000,-1.004786
147.000000,0.065820,0.007553,0.004703,0.000000,0.002222,0.000366,0.000000,0.000199,0.000000,0.000000,0.000000,-0.006195
148.000000,0.498698,0.012042,0.009057,0.007574,0.366230,0.002471,0.000409,0.000000,0.000366,0.000000,0.000000,-4.479837
149.000000,0.116814,0.007018,0.039179,0.000000,0.022858,0.000000,0.000000,0.000000,0.000000,0.000682,0.000000,-0.152304
150.000000,1.000000,0.010590,0.006141,0.000000,0.613999,0.000000,0.000000,0.000596,0.001881,0.011692,0.000000,-9.536870
151.000000,1.000000,0.009043,0.001412,0.000000,0.081040,0.000000,0.001237,0.053064,0.000000,0.015068,0.000000,-27.563647
152.000000,0.442305,0.005703,0.173648,0.114912,0.006644,0.000000,0.000000,0.000361,0.000000,0.000000,0.000000,-2.751071
153.000000,0.239666,0.004043,0.002389,0.000000,0.000000,0.016742,0.000000,0.001659,0.000228,0.001633,0.000000,-2.246187
154.000000,0.102637,0.006875,0.004852,0.000000,0.015225,0.000102,0.000308,0.000186,0.000020,0.001702,0.000000,-0.237278
155.000000,0.367480,0.294627,0.000310,0.017334,0.000000,0.000000,0.000000,0.000906,0.000648,0.000000,0.000000,-0.967770
156.000000,1.000000,0.010261,0.003995,0.011309,0.000000,0.033622,0.000000,0.006421,0.001122,0.009631,0.000000,-6.979748
157.000000,0.235993,0.017135,0.002437,0.000000,0.020193,0.016600,0.000000,0.000416,0.000272,0.000000,0.000000,-1.758833
158.000000,1.000000,0.008486,0.001678,0.020031,0.719674,0.016334,0.000000,0.002597,0.000453,0.026207,0.000000,-13.017166
159.000000,0.224681,0.008450,0.007640,0.000000,0.000000,0.000000,0.000000,0.000856,0.000801,0.009811,0.000000,-1.578603
160.000000,0.060925,0.007802,0.005031,0.000000,0.004810,0.000000,0.000000,0.000213,0.000000,0.000466,0.000000,-0.025228
161.000000,0.274196,0.017510,0.004198,0.000000,0.025564,0.009165,0.000000,0.000000,0.000172,0.000000,0.000000,-0.879086
162.000000,1.000000,0.001963,0.011998,0.027993,0.000000,0.000000,0.001852,0.000000,0.002678,0.023384,0.000000,-5.387678
163.000000,0.089787,0.016188,0.011433,0.000000,0.007296,0.000000,0.000000,0.000191,0.000000,0.000000,0.000000,0.049723
164.000000,0.059094,0.006996,0.003485,0.000241,0.004552,0.000000,0.000000,0.000043,0.000000,0.000000,0.000000,0.008304
165.000000,0.171547,0.009778,0.003124,0.006320,0.000000,0.002930,0.000000,0.000685,0.000000,0.000000,0.000000,-0.427941
166.000000,0.216595,0.006466,0.056034,0.000000,0.000000,0.000000,0.000000,0.001078,0.000000,0.000000,0.000000,-0.141164
167.000000,0.276205,0.008346,0.002908,0.013868,0.000000,0.004557,0.000000,0.000000,0.003302,0.000000,0.000000,-4.148360
168.000000,0.465430,0.009621,0.004102,0.031538,0.000000,0.021375,0.001965,0.000000,0.002191,0.005092,0.000000,-5.001404
169.000000,0.290654,0.012132,0.008881,0.000000,0.074123,0.000000,0.000673,0.000349,0.000136,0.004424,0.000000,-1.086638
170.000000,0.104788,0.012430,0.010108,0.001528,0.000000,0.000000,0.000000,0.000287,0.000000,0.000000,0.000000,0.033963
171.000000,0.047672,0.003918,0.002610,0.000160,0.000000,0.002311,0.000000,0.000117,0.000017,0.000755,0.000000,-0.230280
172.000000,0.046725,0.003936,0.005097,0.007752,0.000000,0.000000,0.000000,0.000218,0.000000,0.000243,0.000000,-0.179235
173.000000,1.000000,0.004572,0.002039,0.000000,0.000000,0.018746,0.000000,0.005603,0.000693,0.022282,0.000000,-6.240217
174.000000,0.035345,0.004969,0.007789,0.000000,0.000000,0.000000,0.000000,0.000099,0.000000,0.000000,0.000000,0.027940
175.000000,0.458259,0.006335,0.003804,0.221161,0.042337,0.000000,0.002899,0.000000,0.005793,0.011699,0.000000,-13.849949
176.000000,0.667332,0.010167,0.002418,0.029543,0.377480,0.022151,0.000000,0.000000,0.000142,0.023963,0.000000,-8.392658
177.000000,0.189367,0.007947,0.002455,0.014575,0.000000,0.003094,0.000000,0.000000,0.003593,0.000000,0.000000,-4.432103
178.000000,0.430422,0.024623,0.011026,0.000000,0.000000,0.039283,0.000149,0.000000,0.000000,0.005806,0.000000,-3.698852
179.000000,1.000000,0.008933,0.002281,0.000000,0.000000,0.075587,0.000000,0.000000,0.000000,0.025702,0.000000,-9.103208
180.000000,0.481103,0.008142,0.006469,0.000000,0.029390,0.010037,0.000000,0.000000,0.002889,0.009295,0.000000,-4.515434
181.000000,0.118468,0.006997,0.005971,0.000000,0.006606,0.003871,0.000000,0.000000,0.000054,0.000000,0.000000,-0.321168
182.000000,0.077586,0.004310,0.094828,0.051724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.163793
183.000000,1.000000,0.057556,0.004399,0.000000,0.052962,0.000000,0.000713,0.003901,0.000000,0.000000,0.000000,-1.740096
184.000000,0.663219,0.008735,0.018851,0.084837,0.071054,0.000000,0.000000,0.017633,0.000000,0.000000,0.000000,-9.608985
185.000000,1.000000,0.013299,0.002618,0.000000,0.699130,0.026218,0.000000,0.000000,0.000000,0.035364,0.000000,-12.553266
186.000000,0.145389,0.003441,0.002462,0.058671,0.032668,0.000000,0.000000,0.000590,0.000000,0.000000,0.000000,-2.011834
187.000000,1.000000,0.033414,0.003901,0.000000,0.155609,0.000000,0.000000,0.002101,0.001265,0.008200,0.000000,-3.610927
188.000000,0.164911,0.015199,0.002190,0.000000,0.000000,0.001613,0.000000,0.000729,0.000000,0.000000,0.000000,-0.256484
189.000000,0.058243,0.009434,0.005115,0.001892,0.000000,0.000000,0.000000,0.000194,0.000000,0.000000,0.000000,0.009397
190.000000,0.127097,0.009017,0.001421,0.005077,0.000000,0.004069,0.000000,0.000475,0.001150,0.000000,0.000000,-1.604202
191.000000,0.117425,0.005669,0.002505,0.000880,0.000000,0.002951,0.000387,0.000308,0.000000,0.002699,0.000000,-0.499892
192.000000,0.041700,0.006848,0.003742,0.000000,0.004734,0.000000,0.000000,0.000036,0.000000,0.000000,0.000000,0.012003
193.000000,0.088782,0.007952,0.004809,0.000000,0.004652,0.000000,0.000000,0.000242,0.000000,0.000450,0.000000,-0.028610
194.000000,0.185524,0.011999,0.002921,0.000000,0.004779,0.002366,0.000000,0.000745,0.000000,0.000000,0.000000,-0.328357
195.000000,0.104516,0.005269,0.003888,0.003317,0.000000,0.004905,0.000000,0.000000,0.000130,0.000379,0.000000,-0.531237
196.000000,0.536278,0.005460,0.002371,0.046816,0.000000,0.000000,0.000931,0.003189,0.001063,0.073247,0.000000,-9.919484
197.000000,0.377611,0.013441,0.003876,0.000000,0.068837,0.017281,0.000000,0.000000,0.001930,0.004106,0.000000,-3.900203
198.000000,1.000000,0.301616,0.002862,0.000000,0.095840,0.000000,0.000000,0.003069,0.001903,0.019369,0.000000,-4.097602
199.000000,0.300704,0.001884,0.004736,0.067067,0.071638,0.001863,0.000000,0.002509,0.000000,0.000000,0.000000,-3.328195
200.000000,0.072322,0.005174,0.003039,0.000000,0.004658,0.000000,0.000298,0.000121,0.000048,0.003294,0.000000,-0.313779
201.000000,1.000000,0.055286,0.003730,0.000000,0.032075,0.000000,0.000000,0.008862,0.000000,0.005134,0.000000,-3.980759
202.000000,0.095291,0.002267,0.004549,0.009113,0.000000,0.000000,0.000000,0.000328,0.000000,0.000000,0.000000,-0.268175
203.000000,0.234971,0.005287,0.001550,0.000000,0.000000,0.000000,0.000000,0.007124,0.000000,0.006893,0.000000,-3.700290
204.000000,1.000000,0.023814,0.001634,0.182848,0.068624,0.004679,0.000000,0.001642,0.000000,0.025759,0.000000,-8.339285
205.000000,0.221202,0.008319,0.001093,0.001107,0.098097,0.010157,0.000000,0.001687,0.000282,0.000000,0.000000,-2.547039
206.000000,0.805087,0.004968,0.002021,0.311775,0.069477,0.000000,0.000000,0.004676,0.000000,0.023254,0.000000,-13.007857
207.000000,0.301438,0.032579,0.026320,0.031704,0.000000,0.000000,0.000000,0.000905,0.000000,0.000000,0.000000,-0.550925
