
input orientation, VRS
DMU,Efficiency
1358.000000,0.397376
1359.000000,0.092268
1360.000000,0.359752
1361.000000,0.068308
1362.000000,0.064542
1363.000000,0.681923
1364.000000,0.039992
1365.000000,0.204348
1366.000000,0.183081
1367.000000,0.112000
1368.000000,0.220941
1369.000000,0.092482
1370.000000,0.346764
1371.000000,0.063546
1372.000000,0.130789
1373.000000,1.000000
1374.000000,0.161616
1375.000000,0.094499
1376.000000,0.128372
1377.000000,0.861065
1378.000000,0.606707
1379.000000,0.129704
1380.000000,0.043888
1381.000000,0.281527
1382.000000,0.251438
1383.000000,0.642376
1384.000000,0.861984
1385.000000,1.000000
1386.000000,0.084172
1387.000000,0.186688
1388.000000,1.000000
1389.000000,0.069728
1390.000000,0.313563
1391.000000,1.000000
1392.000000,0.341033
1393.000000,0.123778
1394.000000,1.000000
1395.000000,0.294199
1396.000000,0.084874
1397.000000,0.242257
1398.000000,1.000000
1399.000000,0.299881
1400.000000,1.000000
1401.000000,1.000000
1402.000000,0.092293
1403.000000,0.114021
1404.000000,0.114091
1405.000000,0.125452
1406.000000,0.069976
1407.000000,0.063068
1408.000000,0.246411
1409.000000,0.435589
1410.000000,1.000000
1411.000000,1.000000
1412.000000,0.085864
1413.000000,0.468504
1414.000000,0.295017
1415.000000,1.000000
1416.000000,0.750151
1417.000000,0.099190
1418.000000,0.215740
1419.000000,0.189432
1420.000000,0.133333
1421.000000,0.943033
1422.000000,1.000000
1423.000000,0.047292
1424.000000,0.175002
1425.000000,0.230666
1426.000000,1.000000
1427.000000,0.267080
1428.000000,0.281415
1429.000000,0.512508
1430.000000,0.467520
1431.000000,1.000000
1432.000000,1.000000
1433.000000,0.226583
1434.000000,0.233782
1435.000000,0.165076
1436.000000,0.038697
1437.000000,1.000000
1438.000000,0.123766
1439.000000,0.375366
1440.000000,0.192799
1441.000000,0.392508
1442.000000,0.151553
1443.000000,0.699618
1444.000000,0.108874
1445.000000,0.627282
1446.000000,0.188344
1447.000000,0.173387
1448.000000,0.065127
1449.000000,0.589699
1450.000000,0.140797
1451.000000,0.128358
1452.000000,0.602127
1453.000000,0.210317
1454.000000,0.253068
1455.000000,0.041939
1456.000000,0.091773
1457.000000,1.000000
1458.000000,0.331064
1459.000000,0.124497
1460.000000,0.120076
1461.000000,0.608521
1462.000000,0.190855
1463.000000,0.050093
1464.000000,0.901986
1465.000000,0.057047
1466.000000,0.060132
1467.000000,0.280009
1468.000000,0.160778
1469.000000,0.057164
1470.000000,1.000000
1471.000000,0.146518
1472.000000,1.000000
1473.000000,1.000000
1474.000000,0.188653
1475.000000,0.286334
1476.000000,0.563817
1477.000000,1.000000
1478.000000,0.826389
1479.000000,0.110855
1480.000000,1.000000
1481.000000,0.293480
1482.000000,0.053649
1483.000000,0.866422
1484.000000,0.134513
1485.000000,0.109025
1486.000000,0.162663
1487.000000,0.209812
1488.000000,0.469629
1489.000000,0.119815
1490.000000,1.000000
1491.000000,0.277599
1492.000000,0.819936
1493.000000,1.000000
1494.000000,0.576555
1495.000000,0.078843
1496.000000,0.059098
1497.000000,0.122908
1498.000000,0.430347
1499.000000,0.369612
1500.000000,0.309819
1501.000000,0.287518
1502.000000,0.203714
1503.000000,0.461602
1504.000000,0.194853
1505.000000,1.000000
1506.000000,0.142043
1507.000000,0.137223
1508.000000,0.375172
1509.000000,0.427592
1510.000000,0.987500
1511.000000,0.116732
1512.000000,0.059208
1513.000000,0.120365
1514.000000,0.236450
1515.000000,1.000000
1516.000000,0.053985
1517.000000,1.000000
1518.000000,0.135933
1519.000000,0.500518
1520.000000,1.000000
1521.000000,0.079958
1522.000000,0.142580
1523.000000,1.000000
1524.000000,0.206769
1525.000000,0.069269
1526.000000,1.000000
1527.000000,0.394648
1528.000000,1.000000
1529.000000,1.000000
1530.000000,1.000000
1531.000000,0.074571
1532.000000,0.095973
1533.000000,0.357044
1534.000000,1.000000
1535.000000,0.610311
1536.000000,0.077507
1537.000000,0.430869
1538.000000,0.351976
1539.000000,1.000000
1540.000000,1.000000
1541.000000,0.447698
1542.000000,0.261614
1543.000000,0.477803
1544.000000,0.115804
1545.000000,0.880755
1546.000000,0.204721
1547.000000,0.060607
1548.000000,0.831967
1549.000000,1.000000
1550.000000,0.116860
1551.000000,1.000000
1552.000000,1.000000
1553.000000,0.202914
1554.000000,0.345231
1555.000000,0.188018
1556.000000,0.066457
1557.000000,0.189082
1558.000000,0.150700
1559.000000,0.181545
1560.000000,0.106785
1561.000000,1.000000
1562.000000,0.104712
1563.000000,0.147436
1564.000000,0.266978
1565.000000,1.000000
1566.000000,0.326842
1567.000000,0.185698
1568.000000,0.275034
1569.000000,0.184920
1570.000000,0.054131
1571.000000,0.044642
1572.000000,0.130599
1573.000000,0.112391
1574.000000,0.064521
1575.000000,0.311491
1576.000000,0.156606
1577.000000,0.540487
1578.000000,0.535785
1579.000000,0.459276
1580.000000,0.188063
1581.000000,1.000000
1582.000000,0.148376
1583.000000,0.053292
1584.000000,0.355487
1585.000000,0.152620
1586.000000,0.198910
1587.000000,0.410886
1588.000000,0.830654
1589.000000,0.201448
1590.000000,0.181142
1591.000000,0.248602
1592.000000,0.194277
1593.000000,1.000000
1594.000000,1.000000
1595.000000,0.697868
1596.000000,1.000000
1597.000000,0.223451
1598.000000,0.137749
1599.000000,0.111255
1600.000000,0.239302
1601.000000,1.000000
1602.000000,0.171438
1603.000000,0.306202
1604.000000,1.000000
1605.000000,0.180736
1606.000000,0.078835
1607.000000,0.331587
1608.000000,0.063309
1609.000000,0.243168
1610.000000,0.751991
1611.000000,0.050959
1612.000000,1.000000
1613.000000,1.000000
1614.000000,0.720299
1615.000000,1.000000
1616.000000,0.048235
1617.000000,0.741765
1618.000000,0.319499
1619.000000,0.085590
1620.000000,1.000000
1621.000000,1.000000
1622.000000,0.384802
1623.000000,1.000000
1624.000000,1.000000
1625.000000,0.148705
1626.000000,0.169154
1627.000000,0.167382
1628.000000,0.096217
1629.000000,0.074691
1630.000000,0.093786
1631.000000,0.056087
1632.000000,1.000000
1633.000000,0.131696
1634.000000,0.071327
1635.000000,0.254837
1636.000000,0.137132
1637.000000,0.664886
1638.000000,0.168756
1639.000000,0.110343
1640.000000,0.489154
1641.000000,1.000000
1642.000000,0.092935
1643.000000,0.409957
1644.000000,0.070175
1645.000000,0.119905
1646.000000,0.078057
1647.000000,0.062566
1648.000000,0.046322
1649.000000,0.334547
1650.000000,0.771955
1651.000000,1.000000
1652.000000,0.159633
1653.000000,1.000000
1654.000000,0.059833
1655.000000,0.060143
1656.000000,0.052383
1657.000000,0.131315
1658.000000,0.053305
1659.000000,1.000000
1660.000000,0.495504
1661.000000,1.000000
1662.000000,0.068099
1663.000000,0.702063
1664.000000,0.136093
1665.000000,1.000000
1666.000000,0.079702
1667.000000,0.090875
1668.000000,0.076093
1669.000000,1.000000
1670.000000,0.863991
1671.000000,0.097967
1672.000000,1.000000
1673.000000,1.000000
1674.000000,0.206978
1675.000000,0.113156
1676.000000,0.239344
1677.000000,0.189229
1678.000000,0.033811
1679.000000,1.000000
1680.000000,0.086611
1681.000000,1.000000
1682.000000,1.000000
1683.000000,0.071372
1684.000000,0.189322
1685.000000,0.063155
1686.000000,0.185686
1687.000000,0.167161
1688.000000,0.076455
1689.000000,1.000000
1690.000000,1.000000
1691.000000,0.080405
1692.000000,0.406943
1693.000000,0.245523
1694.000000,0.556455
1695.000000,0.230228
1696.000000,0.033594
1697.000000,1.000000
1698.000000,0.287054
1699.000000,0.462119
1700.000000,0.548970
1701.000000,1.000000
1702.000000,0.097194
1703.000000,0.302862
1704.000000,0.297762
1705.000000,0.244958
1706.000000,0.899562
1707.000000,0.517912
1708.000000,0.277212
1709.000000,0.165627
1710.000000,0.134737
1711.000000,0.322905
1712.000000,0.519870
1713.000000,0.082940
1714.000000,0.954316
1715.000000,1.000000
1716.000000,0.228627
1717.000000,0.104629
1718.000000,0.086232
1719.000000,0.125741
1720.000000,0.094900
1721.000000,0.086962
1722.000000,0.131828
1723.000000,0.221488
1724.000000,0.151311
1725.000000,0.315039
1726.000000,1.000000
1727.000000,0.470379
1728.000000,0.766460
1729.000000,0.059937
1730.000000,0.300657
1731.000000,1.000000
1732.000000,0.100218
1733.000000,0.141705
1734.000000,0.066939
1735.000000,0.281565
1736.000000,0.389967
1737.000000,0.225677
1738.000000,1.000000
1739.000000,0.126207
1740.000000,0.720770
1741.000000,0.074514
1742.000000,1.000000
1743.000000,0.169497
1744.000000,1.000000
1745.000000,0.388497
1746.000000,0.130168
1747.000000,0.083106
1748.000000,1.000000
1749.000000,0.067494
1750.000000,0.391174
1751.000000,0.187063
1752.000000,1.000000
1753.000000,0.162676
1754.000000,0.308281
1755.000000,0.197686
1756.000000,0.100005
1757.000000,0.501776
1758.000000,0.125501
1759.000000,0.150452
1760.000000,0.186070
1761.000000,0.057886
1762.000000,0.054933
1763.000000,1.000000
1764.000000,0.090965
1765.000000,0.267922
1766.000000,0.514943
1767.000000,0.084306
1768.000000,0.121572
1769.000000,0.099708
1770.000000,1.000000
1771.000000,0.122277
1772.000000,0.036499
1773.000000,0.237668
1774.000000,1.000000
1775.000000,0.297961
1776.000000,0.415468
1777.000000,0.131421
1778.000000,0.039987
1779.000000,0.334956
1780.000000,0.100551
1781.000000,0.490252
1782.000000,0.816754
1783.000000,0.351853
1784.000000,0.155572
1785.000000,0.161918
1786.000000,1.000000
1787.000000,0.184783
1788.000000,1.000000
1789.000000,1.000000
1790.000000,0.398295
1791.000000,1.000000
1792.000000,0.381249
1793.000000,0.274498
1794.000000,0.234054
1795.000000,0.295004
1796.000000,0.092971
1797.000000,0.220356
1798.000000,0.245708
1799.000000,0.674540
1800.000000,0.061908
1801.000000,1.000000
1802.000000,0.950894
1803.000000,0.174669
1804.000000,0.245619
1805.000000,0.244876
1806.000000,0.151607
1807.000000,0.589967
1808.000000,0.199001
1809.000000,0.593006
1810.000000,0.082431
1811.000000,0.087939
1812.000000,0.315527
1813.000000,0.549550
1814.000000,0.152921
1815.000000,0.258961
1816.000000,0.177357
1817.000000,0.072219
1818.000000,0.222991
1819.000000,0.113779
1820.000000,0.044996
1821.000000,0.136654
1822.000000,0.358510
1823.000000,0.078017
1824.000000,0.080293
1825.000000,0.047413
1826.000000,0.127784
1827.000000,0.388997
1828.000000,0.054088
1829.000000,0.513529
1830.000000,0.059933
1831.000000,0.083347
1832.000000,0.355174
1833.000000,0.189096
1834.000000,0.041479
1835.000000,0.044198
1836.000000,0.799896
1837.000000,1.000000
1838.000000,0.373860
1839.000000,0.064961
1840.000000,0.088002
1841.000000,0.309261
1842.000000,0.094178
1843.000000,0.058735
1844.000000,0.233565
1845.000000,1.000000
1846.000000,0.497070
1847.000000,1.000000
1848.000000,0.315290
1849.000000,0.219434
1850.000000,1.000000
1851.000000,0.182078
1852.000000,0.434684
1853.000000,0.873561
1854.000000,0.255241
1855.000000,0.246399
1856.000000,0.407983
1857.000000,0.104245
1858.000000,0.052217
1859.000000,0.073420
1860.000000,0.181909
1861.000000,0.145527
1862.000000,0.125878
1863.000000,0.102555
1864.000000,0.215853
1865.000000,0.086119
1866.000000,1.000000
1867.000000,0.175637
1868.000000,0.330377
1869.000000,0.947309
1870.000000,0.162393
1871.000000,0.043899
1872.000000,0.182240
1873.000000,0.141853
1874.000000,1.000000
1875.000000,0.340336
1876.000000,0.071429
1877.000000,0.115847
1878.000000,0.149706
1879.000000,0.120321
1880.000000,1.000000
1881.000000,1.000000
1882.000000,0.039401
1883.000000,0.285772
1884.000000,1.000000
1885.000000,0.074901
1886.000000,0.222848
1887.000000,0.061106
1888.000000,0.099101
1889.000000,0.077187
1890.000000,0.779289
1891.000000,0.272788
1892.000000,0.105958
1893.000000,0.103956
1894.000000,0.459701
1895.000000,0.175895
1896.000000,0.131919
1897.000000,1.000000
1898.000000,0.092459
1899.000000,0.060230
1900.000000,0.607668
1901.000000,0.653994
1902.000000,0.101825
1903.000000,0.467213
1904.000000,0.240264
1905.000000,0.991861
1906.000000,0.087594
1907.000000,1.000000
1908.000000,0.508976
1909.000000,0.095418
1910.000000,0.199089
1911.000000,0.075239
1912.000000,0.061391
1913.000000,0.056141
1914.000000,0.503843
1915.000000,0.119808
1916.000000,1.000000
1917.000000,0.059666
1918.000000,0.059602
1919.000000,1.000000
1920.000000,1.000000
1921.000000,0.332607
1922.000000,0.534432
1923.000000,0.035037
1924.000000,0.258854
1925.000000,0.480680
1926.000000,0.305965
1927.000000,0.239582
1928.000000,0.631930
1929.000000,0.218547
1930.000000,0.085102
1931.000000,0.194031
1932.000000,0.116421
1933.000000,0.443458
1934.000000,0.538668
1935.000000,0.068938
1936.000000,0.087158
1937.000000,0.043478
1938.000000,0.131151
1939.000000,0.113300
1940.000000,0.078537
1941.000000,1.000000
1942.000000,0.187282
1943.000000,1.000000
1944.000000,0.353008
1945.000000,0.280079
1946.000000,0.037939
1947.000000,0.171922
1948.000000,0.462932
1949.000000,0.342829
1950.000000,1.000000
1951.000000,1.000000
1952.000000,0.220421
1953.000000,0.497853
1954.000000,0.115955
1955.000000,0.090608
1956.000000,0.263583
1957.000000,0.094966
1958.000000,0.109125
1959.000000,0.098355
1960.000000,0.036722
1961.000000,1.000000
1962.000000,0.163825
1963.000000,0.076208
1964.000000,0.060920
1965.000000,0.304526
1966.000000,0.131667
1967.000000,0.096984
1968.000000,0.842704
1969.000000,0.758638
1970.000000,1.000000
1971.000000,1.000000
1972.000000,0.463216
1973.000000,1.000000
1974.000000,0.160475
1975.000000,0.450521
1976.000000,0.169915
1977.000000,1.000000
1978.000000,0.810065
1979.000000,1.000000
1980.000000,1.000000
1981.000000,0.287458
1982.000000,0.166850
1983.000000,1.000000
1984.000000,1.000000
1985.000000,0.107357
1986.000000,0.064875
1987.000000,0.297289
1988.000000,0.073270
1989.000000,0.397402
1990.000000,0.070457
1991.000000,0.661501
1992.000000,0.060332
1993.000000,1.000000
1994.000000,0.772752
1995.000000,0.111219
1996.000000,0.669667
1997.000000,1.000000
1998.000000,0.819659
1999.000000,1.000000
2000.000000,0.058418
2001.000000,0.161316
2002.000000,1.000000
2003.000000,0.831860
2004.000000,0.078667
2005.000000,0.090819
2006.000000,0.523580
2007.000000,0.089420
2008.000000,0.665977
2009.000000,0.080598
2010.000000,0.389732
2011.000000,0.161718
2012.000000,0.206797
2013.000000,0.104797
2014.000000,0.059806
2015.000000,0.208318
2016.000000,0.124529
2017.000000,0.096024
2018.000000,0.126982
2019.000000,0.311502
2020.000000,0.038692
2021.000000,0.584699
2022.000000,0.148154
2023.000000,0.176214
2024.000000,0.310649
2025.000000,1.000000
2026.000000,0.099005
2027.000000,0.142120
2028.000000,0.308974
2029.000000,0.084489
2030.000000,0.050721
2031.000000,0.080838
2032.000000,0.128847
2033.000000,0.150440
2034.000000,1.000000
2035.000000,0.058753
2036.000000,0.090748
2037.000000,1.000000
2038.000000,0.100343
2039.000000,0.069305
2040.000000,0.209117
2041.000000,0.186423
2042.000000,0.051672
2043.000000,0.203107
2044.000000,0.060344
2045.000000,0.109367
2046.000000,0.147757
2047.000000,0.497384
2048.000000,0.192207
2049.000000,0.095523
2050.000000,0.186367
2051.000000,0.325288
2052.000000,0.063002
2053.000000,0.058832
2054.000000,0.164925
2055.000000,0.529833
2056.000000,0.206615
2057.000000,0.339386
2058.000000,0.521043
2059.000000,0.160237
2060.000000,1.000000
2061.000000,0.115330
2062.000000,0.088303
2063.000000,0.073293
2064.000000,0.217785
2065.000000,0.400901
2066.000000,0.104942
2067.000000,0.204552
2068.000000,0.555485
2069.000000,0.061638
2070.000000,0.101551
2071.000000,1.000000
2072.000000,0.072156
2073.000000,0.072683
2074.000000,0.385632
2075.000000,0.119877
2076.000000,0.121193
2077.000000,0.294865
2078.000000,0.463392
2079.000000,0.079626
2080.000000,0.221555
2081.000000,1.000000
2082.000000,0.135212
2083.000000,1.000000
2084.000000,0.128763
2085.000000,0.053297
2086.000000,0.044969
2087.000000,0.131645
2088.000000,0.209424
2089.000000,0.991189
2090.000000,0.260671
2091.000000,0.084105
2092.000000,0.190789
2093.000000,0.307972
2094.000000,1.000000
2095.000000,0.114363
2096.000000,0.538724
2097.000000,0.196283
2098.000000,0.097041
2099.000000,0.151260
2100.000000,0.226350
2101.000000,0.078294
2102.000000,0.145725
2103.000000,0.067355
input orientation, CRS
DMU,Efficiency
1.000000,0.206751
2.000000,0.063510
3.000000,0.075485
4.000000,0.037261
5.000000,0.052521
6.000000,0.143365
7.000000,0.046745
8.000000,0.206900
9.000000,0.177746
10.000000,0.192666
11.000000,0.091402
12.000000,0.116940
13.000000,0.090310
14.000000,0.072268
15.000000,0.091863
16.000000,0.076392
17.000000,0.040297
18.000000,0.058824
19.000000,0.041057
20.000000,0.106551
21.000000,0.055251
22.000000,0.088738
23.000000,0.188325
24.000000,0.231385
25.000000,0.122780
26.000000,0.194882
27.000000,0.058666
28.000000,0.140703
29.000000,0.132877
30.000000,0.083706
31.000000,0.091311
32.000000,0.087100
33.000000,0.079702
34.000000,0.084520
35.000000,0.110224
36.000000,0.162503
37.000000,0.123870
38.000000,0.042518
39.000000,0.074599
40.000000,0.112067
41.000000,0.049127
42.000000,0.047155
43.000000,0.043836
44.000000,1.000000
45.000000,0.053543
46.000000,0.075147
47.000000,0.119572
48.000000,0.043094
49.000000,0.119500
50.000000,0.062666
51.000000,0.086882
52.000000,0.134192
53.000000,0.077501
54.000000,0.067728
55.000000,0.253654
56.000000,0.066647
57.000000,0.068030
58.000000,0.043005
59.000000,0.060939
60.000000,0.097004
61.000000,0.079286
62.000000,0.060592
63.000000,0.086850
64.000000,0.061569
65.000000,0.047987
66.000000,0.047989
67.000000,0.077021
68.000000,0.190668
69.000000,0.061535
70.000000,0.129691
71.000000,0.201067
72.000000,0.071287
73.000000,0.058991
74.000000,0.063201
75.000000,0.089621
76.000000,0.138763
77.000000,0.237014
78.000000,0.067365
79.000000,0.116480
80.000000,0.067657
81.000000,0.055430
82.000000,0.074157
83.000000,0.100373
84.000000,0.076419
85.000000,0.100348
86.000000,0.063236
87.000000,0.036078
88.000000,0.094257
89.000000,0.416432
90.000000,0.046221
91.000000,0.110901
92.000000,0.063274
93.000000,0.079612
94.000000,0.088899
95.000000,0.034760
96.000000,0.090668
97.000000,0.201134
98.000000,0.041316
99.000000,0.069752
100.000000,0.083633
101.000000,0.082139
102.000000,0.038058
103.000000,0.075630
104.000000,0.099397
105.000000,0.110668
106.000000,0.061642
107.000000,0.083602
108.000000,0.121432
109.000000,0.125016
110.000000,0.219475
111.000000,0.099601
112.000000,0.166384
113.000000,0.051835
114.000000,0.086614
115.000000,0.097060
116.000000,0.578616
117.000000,0.046694
118.000000,0.117089
119.000000,0.114296
120.000000,0.045316
121.000000,0.073527
122.000000,0.071416
123.000000,0.148184
124.000000,0.224503
125.000000,0.057836
126.000000,0.104083
127.000000,0.116900
128.000000,0.047151
129.000000,0.119444
130.000000,0.076595
131.000000,0.044140
132.000000,0.053604
133.000000,0.061207
134.000000,0.097618
135.000000,0.117187
136.000000,0.105037
137.000000,0.072199
138.000000,0.047854
139.000000,0.067998
140.000000,0.047760
141.000000,0.051597
142.000000,0.071887
143.000000,0.090427
144.000000,0.141611
145.000000,0.062880
146.000000,0.263149
147.000000,0.065241
148.000000,0.143985
149.000000,0.078647
150.000000,0.135959
151.000000,0.115092
152.000000,0.115867
153.000000,0.063092
154.000000,0.076554
155.000000,0.077698
156.000000,0.137001
157.000000,0.076401
158.000000,0.093024
159.000000,0.086647
160.000000,0.059181
161.000000,0.123341
162.000000,0.072920
163.000000,0.087299
164.000000,0.058945
165.000000,0.105086
166.000000,0.195615
167.000000,0.051088
168.000000,0.102248
169.000000,0.144959
170.000000,0.099633
171.000000,0.035230
172.000000,0.041154
173.000000,0.069493
174.000000,0.023092
175.000000,0.083660
176.000000,0.089615
177.000000,0.055253
178.000000,0.208828
179.000000,0.058162
180.000000,0.091173
181.000000,0.062110
182.000000,0.061028
183.000000,0.204686
184.000000,0.317638
185.000000,0.104147
186.000000,0.052362
187.000000,0.168658
188.000000,0.089657
189.000000,0.055712
190.000000,0.070998
191.000000,0.063637
192.000000,0.040775
193.000000,0.082503
194.000000,0.128632
195.000000,0.042060
196.000000,0.068468
197.000000,0.099281
198.000000,0.103690
199.000000,0.076291
200.000000,0.053242
201.000000,0.178342
202.000000,0.069183
203.000000,0.058930
204.000000,0.079922
205.000000,0.073591
206.000000,0.071669
207.000000,0.270569
208.000000,0.049732
209.000000,0.103997
210.000000,0.064306
211.000000,0.052980
212.000000,0.183179
213.000000,0.052392
214.000000,0.076362
215.000000,0.120025
216.000000,0.073372
217.000000,0.115589
218.000000,0.159250
219.000000,0.161056
220.000000,0.610591
221.000000,0.136808
222.000000,0.082941
223.000000,0.041590
224.000000,0.192086
225.000000,0.147769
226.000000,0.151746
227.000000,0.080177
228.000000,0.058293
229.000000,0.046976
230.000000,0.086457
231.000000,0.051251
232.000000,0.106505
233.000000,0.298137
234.000000,0.050635
235.000000,0.058221
236.000000,0.086562
237.000000,0.526237
238.000000,0.238961
239.000000,0.255568
240.000000,0.075812
241.000000,0.080241
242.000000,0.082537
243.000000,0.045771
244.000000,0.050507
245.000000,0.128674
246.000000,0.086407
247.000000,0.089998
248.000000,0.069925
249.000000,0.184972
250.000000,0.076514
251.000000,0.077978
252.000000,0.143261
253.000000,1.000000
254.000000,0.500802
255.000000,0.156452
256.000000,0.056092
257.000000,0.066137
258.000000,0.148472
259.000000,0.085392
260.000000,0.176846
261.000000,0.068464
262.000000,0.173167
263.000000,0.122222
264.000000,0.711111
265.000000,0.039917
266.000000,0.059991
267.000000,0.153556
268.000000,0.070031
269.000000,0.118081
270.000000,0.075795
271.000000,0.179194
272.000000,0.096412
273.000000,0.179890
274.000000,0.075579
275.000000,0.064905
276.000000,0.056415
277.000000,0.086910
278.000000,0.049474
279.000000,0.072868
280.000000,0.144720
281.000000,0.040818
282.000000,0.293402
283.000000,0.177293
284.000000,0.046583
285.000000,0.139488
286.000000,0.067089
287.000000,0.068984
288.000000,0.177195
289.000000,0.054859
290.000000,0.094089
291.000000,0.054111
292.000000,0.145091
293.000000,0.131125
294.000000,0.047438
295.000000,0.091636
296.000000,0.146777
297.000000,0.048368
298.000000,0.119062
299.000000,0.067900
300.000000,0.221566
301.000000,0.049383
302.000000,0.062155
303.000000,0.082879
304.000000,0.087797
305.000000,0.149954
306.000000,0.170129
307.000000,0.104318
308.000000,0.078619
309.000000,0.040567
310.000000,0.102564
311.000000,0.070718
312.000000,0.063842
313.000000,0.172805
314.000000,0.131319
315.000000,0.441710
316.000000,0.155109
317.000000,0.280998
318.000000,0.056802
319.000000,0.114173
320.000000,0.113274
321.000000,0.068729
322.000000,0.039889
323.000000,0.065147
324.000000,0.092639
325.000000,0.048346
326.000000,0.405086
327.000000,0.073030
328.000000,0.143130
329.000000,0.082572
330.000000,1.000000
331.000000,0.053443
332.000000,0.066660
333.000000,0.106373
334.000000,0.073007
335.000000,0.184076
336.000000,1.000000
337.000000,0.088482
338.000000,0.062659
339.000000,0.075397
340.000000,0.090305
341.000000,0.121563
342.000000,0.025132
343.000000,0.073581
344.000000,0.031486
345.000000,0.292826
346.000000,0.065575
347.000000,0.097220
348.000000,0.104672
349.000000,0.785535
350.000000,0.076870
351.000000,0.177788
352.000000,0.263255
353.000000,0.053192
354.000000,0.059332
355.000000,0.064880
356.000000,0.285534
357.000000,0.124456
358.000000,0.115889
359.000000,0.067981
360.000000,0.096203
361.000000,0.058900
362.000000,0.076666
363.000000,0.308210
364.000000,0.078835
365.000000,0.054806
366.000000,0.081223
367.000000,0.085211
368.000000,0.712496
369.000000,0.047952
370.000000,0.074701
371.000000,0.065978
372.000000,0.058214
373.000000,0.077584
374.000000,0.061874
375.000000,0.339736
376.000000,0.152581
377.000000,0.047234
378.000000,0.126859
379.000000,0.055728
380.000000,0.085495
381.000000,0.092610
382.000000,0.065688
383.000000,0.078716
384.000000,0.130068
385.000000,0.088554
386.000000,0.058546
387.000000,0.069077
388.000000,0.052331
389.000000,0.053428
390.000000,0.056338
391.000000,0.057858
392.000000,0.081086
393.000000,0.114320
394.000000,0.083714
395.000000,0.042226
396.000000,0.079875
397.000000,0.051852
398.000000,0.186077
399.000000,0.074973
400.000000,0.074418
401.000000,0.070516
402.000000,0.045350
403.000000,0.086096
404.000000,0.071177
405.000000,0.148118
406.000000,0.121903
407.000000,0.045111
408.000000,0.120593
409.000000,0.051674
410.000000,0.095486
411.000000,0.083878
412.000000,0.060863
413.000000,0.063488
414.000000,0.065476
415.000000,0.090492
416.000000,0.162732
417.000000,0.161408
418.000000,0.102548
419.000000,0.055519
420.000000,0.120622
421.000000,0.138918
422.000000,0.041730
423.000000,0.080613
424.000000,0.065883
425.000000,0.092448
426.000000,0.286549
427.000000,0.111069
428.000000,0.061917
429.000000,0.061230
430.000000,0.134215
431.000000,0.073050
432.000000,0.363998
433.000000,0.129720
434.000000,0.103290
435.000000,0.264274
436.000000,0.050810
437.000000,0.048860
438.000000,0.099388
439.000000,0.108929
440.000000,0.268565
441.000000,0.047414
442.000000,0.136643
443.000000,0.079263
444.000000,0.039009
445.000000,0.092922
446.000000,0.355002
447.000000,0.145252
448.000000,0.118057
449.000000,0.187181
450.000000,0.152656
451.000000,0.077179
452.000000,0.092232
453.000000,0.072888
454.000000,0.068119
455.000000,0.063751
456.000000,0.052376
457.000000,0.057499
458.000000,0.689201
459.000000,0.193181
460.000000,0.110462
461.000000,0.314673
462.000000,0.064108
463.000000,0.059259
464.000000,0.353538
465.000000,0.078381
466.000000,0.101777
467.000000,0.193170
468.000000,1.000000
469.000000,0.081707
470.000000,0.119856
471.000000,0.038308
472.000000,0.072821
473.000000,0.101638
474.000000,0.051000
475.000000,0.114269
476.000000,0.549280
477.000000,0.087772
478.000000,0.055826
479.000000,0.052008
480.000000,0.089107
481.000000,0.063691
482.000000,0.294365
483.000000,0.065016
484.000000,0.054582
485.000000,0.330382
486.000000,0.098465
487.000000,0.086683
488.000000,0.081908
489.000000,0.167521
490.000000,0.043558
491.000000,0.121517
492.000000,0.248443
493.000000,0.079654
494.000000,0.081243
495.000000,0.042952
496.000000,0.287957
497.000000,0.063334
498.000000,0.067450
499.000000,0.046187
500.000000,0.129129
501.000000,0.049084
502.000000,0.089070
503.000000,0.049618
504.000000,0.114725
505.000000,0.105729
506.000000,0.062828
507.000000,0.078331
508.000000,0.326632
509.000000,0.109350
510.000000,0.105206
511.000000,0.036492
512.000000,0.074782
513.000000,0.169929
514.000000,0.053452
515.000000,0.108800
516.000000,0.119701
517.000000,0.056903
518.000000,0.066857
519.000000,0.108212
520.000000,0.116852
521.000000,0.245015
522.000000,0.149318
523.000000,0.054493
524.000000,0.136560
525.000000,0.071973
526.000000,0.101767
527.000000,0.062343
528.000000,0.075042
529.000000,0.050000
530.000000,0.135373
531.000000,0.058774
532.000000,0.049883
533.000000,0.141019
534.000000,0.061020
535.000000,0.109265
536.000000,0.273879
537.000000,0.140953
538.000000,0.053437
539.000000,0.082306
540.000000,0.040074
541.000000,0.075499
542.000000,0.099082
543.000000,0.058984
544.000000,0.181323
545.000000,0.391619
546.000000,0.083604
547.000000,0.055490
548.000000,0.060276
549.000000,0.081080
550.000000,0.073402
551.000000,0.090527
552.000000,0.111078
553.000000,0.060203
554.000000,0.949028
555.000000,0.058062
556.000000,0.043788
557.000000,0.059184
558.000000,0.100049
559.000000,0.197682
560.000000,0.155454
561.000000,0.063408
562.000000,0.114808
563.000000,0.103119
564.000000,0.192845
565.000000,0.059076
566.000000,0.043836
567.000000,0.063538
568.000000,0.173211
569.000000,0.091595
570.000000,0.080144
571.000000,0.083453
572.000000,0.626548
573.000000,0.054313
574.000000,0.061171
575.000000,0.103689
