
input orientation, VRS
DMU,Efficiency
606.000000,0.098374
607.000000,0.619261
608.000000,0.877667
609.000000,0.716057
610.000000,0.114507
611.000000,0.548063
612.000000,0.123660
613.000000,0.355529
614.000000,0.052810
615.000000,0.063431
616.000000,0.183142
617.000000,0.162278
618.000000,0.086097
619.000000,0.246108
620.000000,0.095718
621.000000,0.148977
622.000000,1.000000
623.000000,0.157054
624.000000,1.000000
625.000000,0.100603
626.000000,0.136856
627.000000,0.066074
628.000000,0.766539
629.000000,0.829909
630.000000,0.568620
631.000000,0.079735
632.000000,0.089223
633.000000,0.097340
634.000000,0.344020
635.000000,1.000000
636.000000,0.086763
637.000000,0.421431
638.000000,0.293373
639.000000,1.000000
640.000000,0.081702
641.000000,0.156577
642.000000,0.067427
643.000000,0.081282
644.000000,0.091021
645.000000,1.000000
646.000000,0.043697
647.000000,0.088924
648.000000,0.070751
649.000000,0.089078
650.000000,0.310432
651.000000,0.092404
652.000000,0.067802
653.000000,0.219003
654.000000,0.101926
655.000000,1.000000
656.000000,0.125162
657.000000,0.163361
658.000000,1.000000
659.000000,0.149816
660.000000,0.115492
661.000000,0.104470
662.000000,0.138886
663.000000,0.689228
664.000000,0.711014
665.000000,1.000000
666.000000,1.000000
667.000000,0.092016
668.000000,0.717012
669.000000,0.083550
670.000000,0.061685
671.000000,1.000000
672.000000,0.063640
673.000000,0.202198
674.000000,0.161024
675.000000,0.141220
676.000000,0.799945
677.000000,0.453509
678.000000,1.000000
679.000000,0.192931
680.000000,0.034654
681.000000,1.000000
682.000000,1.000000
683.000000,0.969281
684.000000,0.093643
685.000000,0.140953
686.000000,0.173383
687.000000,0.436268
688.000000,0.188167
689.000000,0.330292
690.000000,0.236180
691.000000,0.102991
692.000000,0.983106
693.000000,0.063755
694.000000,0.342653
695.000000,0.255051
696.000000,0.559352
697.000000,0.340600
698.000000,0.393745
699.000000,0.106318
700.000000,0.512821
701.000000,0.103230
702.000000,0.527799
703.000000,0.503232
704.000000,1.000000
705.000000,0.085251
706.000000,0.080458
707.000000,1.000000
708.000000,0.063008
709.000000,0.211248
710.000000,1.000000
711.000000,0.070054
712.000000,0.096313
713.000000,1.000000
714.000000,1.000000
715.000000,0.561732
716.000000,0.141262
717.000000,0.052905
718.000000,0.136057
719.000000,0.161878
720.000000,1.000000
721.000000,1.000000
722.000000,0.241892
723.000000,1.000000
724.000000,0.749068
725.000000,0.517646
726.000000,0.750202
727.000000,1.000000
728.000000,0.056771
729.000000,0.163846
730.000000,0.049817
731.000000,0.085456
732.000000,1.000000
733.000000,0.235162
734.000000,0.406397
735.000000,0.088203
736.000000,0.132604
737.000000,0.494257
738.000000,0.055899
739.000000,0.234504
740.000000,0.426591
741.000000,0.036500
742.000000,0.049261
743.000000,0.182407
744.000000,1.000000
745.000000,0.120911
746.000000,1.000000
747.000000,0.568468
748.000000,0.348690
749.000000,1.000000
750.000000,0.099363
751.000000,0.606519
752.000000,0.465657
753.000000,0.433162
754.000000,0.063014
755.000000,0.050392
756.000000,0.089577
757.000000,0.059603
758.000000,1.000000
759.000000,0.133283
760.000000,1.000000
761.000000,0.062305
762.000000,0.155381
763.000000,0.352061
764.000000,0.431922
765.000000,0.059805
766.000000,1.000000
767.000000,1.000000
768.000000,0.120103
769.000000,0.211108
770.000000,0.808539
771.000000,0.384387
772.000000,0.488221
773.000000,1.000000
774.000000,0.573963
775.000000,0.657744
776.000000,1.000000
777.000000,0.119641
778.000000,0.050059
779.000000,0.103392
780.000000,0.107741
781.000000,0.330450
782.000000,0.087716
783.000000,1.000000
784.000000,0.127146
785.000000,0.151271
786.000000,1.000000
787.000000,0.073858
788.000000,0.193145
789.000000,0.532868
790.000000,0.188022
791.000000,0.682284
792.000000,0.051969
793.000000,0.033205
794.000000,0.092537
795.000000,1.000000
796.000000,0.422255
797.000000,1.000000
798.000000,0.165005
799.000000,0.094648
800.000000,0.164483
801.000000,0.079747
802.000000,0.230458
803.000000,1.000000
804.000000,0.153861
805.000000,1.000000
806.000000,0.585988
807.000000,1.000000
808.000000,0.091129
809.000000,0.143264
810.000000,1.000000
811.000000,0.314312
812.000000,0.057972
813.000000,1.000000
814.000000,0.410622
815.000000,0.198055
816.000000,0.234285
817.000000,0.209121
818.000000,1.000000
819.000000,0.290986
820.000000,0.091434
821.000000,0.062956
822.000000,0.072679
823.000000,1.000000
824.000000,0.067483
825.000000,1.000000
826.000000,0.144704
827.000000,0.444267
828.000000,0.168792
829.000000,0.093514
830.000000,0.112473
831.000000,0.916557
832.000000,0.284073
833.000000,1.000000
834.000000,0.263704
835.000000,0.061410
836.000000,0.053571
837.000000,0.749410
838.000000,0.044340
839.000000,0.303171
840.000000,0.087306
841.000000,0.076576
842.000000,1.000000
843.000000,0.080108
844.000000,0.725589
845.000000,0.062087
846.000000,0.813981
847.000000,0.113715
848.000000,0.057619
849.000000,0.092359
850.000000,0.477543
851.000000,0.805207
852.000000,0.096125
853.000000,0.104035
854.000000,0.149767
855.000000,1.000000
856.000000,0.564809
857.000000,0.993644
858.000000,0.098344
859.000000,0.051154
860.000000,0.195445
861.000000,0.096270
862.000000,0.898447
863.000000,0.897394
864.000000,0.437886
865.000000,0.311381
866.000000,0.037128
867.000000,0.055347
868.000000,0.092192
869.000000,0.319245
870.000000,0.438893
871.000000,1.000000
872.000000,1.000000
873.000000,0.090085
874.000000,1.000000
875.000000,1.000000
876.000000,0.152753
877.000000,0.687187
878.000000,0.092726
879.000000,0.622369
880.000000,0.128216
881.000000,0.173017
882.000000,0.073020
883.000000,0.326153
884.000000,0.116091
885.000000,0.533957
886.000000,0.074930
887.000000,0.093108
888.000000,0.229206
889.000000,1.000000
890.000000,0.207130
891.000000,1.000000
892.000000,0.097700
893.000000,0.565727
894.000000,0.044323
895.000000,0.141322
896.000000,0.925842
897.000000,0.607835
898.000000,0.417257
899.000000,0.320217
900.000000,0.073719
901.000000,0.123257
902.000000,0.112677
903.000000,0.115974
904.000000,0.405369
905.000000,0.551790
906.000000,0.222098
907.000000,1.000000
908.000000,1.000000
909.000000,0.734005
910.000000,0.218799
911.000000,0.437961
912.000000,0.091068
913.000000,0.056388
914.000000,0.208995
915.000000,0.261288
916.000000,0.247683
917.000000,1.000000
918.000000,0.054600
919.000000,0.105702
920.000000,0.224849
921.000000,0.133883
922.000000,0.114471
923.000000,0.091771
924.000000,0.072167
925.000000,0.054436
926.000000,0.124602
927.000000,0.104047
928.000000,0.087283
929.000000,0.202438
930.000000,0.077339
931.000000,0.855674
932.000000,0.126201
933.000000,0.109784
934.000000,1.000000
935.000000,0.123512
936.000000,0.883766
937.000000,0.055846
938.000000,0.352358
939.000000,0.082427
940.000000,0.171503
941.000000,0.221380
942.000000,0.330899
943.000000,0.290772
944.000000,0.105388
945.000000,0.122958
946.000000,1.000000
947.000000,1.000000
948.000000,1.000000
949.000000,1.000000
950.000000,0.085798
951.000000,0.261746
952.000000,0.331409
953.000000,0.156245
954.000000,0.432344
955.000000,0.238572
956.000000,0.113884
957.000000,0.235969
958.000000,0.180226
959.000000,0.598097
960.000000,0.083984
961.000000,0.116009
962.000000,0.205191
963.000000,0.110333
964.000000,0.108357
965.000000,1.000000
966.000000,0.123974
967.000000,0.139699
968.000000,0.884573
969.000000,0.854212
970.000000,0.046648
971.000000,0.099529
972.000000,0.659148
973.000000,0.098231
974.000000,0.144570
975.000000,0.042269
976.000000,0.128567
977.000000,0.059612
978.000000,1.000000
979.000000,1.000000
980.000000,0.089075
981.000000,0.586124
982.000000,1.000000
983.000000,1.000000
984.000000,0.120050
985.000000,0.110989
986.000000,0.214901
987.000000,1.000000
988.000000,0.042230
989.000000,0.145185
990.000000,1.000000
991.000000,0.603478
992.000000,0.142473
993.000000,0.245688
994.000000,0.064114
995.000000,0.205234
996.000000,0.125739
997.000000,1.000000
998.000000,1.000000
999.000000,0.101409
1000.000000,0.614962
1001.000000,0.177959
1002.000000,0.205045
1003.000000,0.079611
1004.000000,0.147928
1005.000000,1.000000
1006.000000,0.310096
1007.000000,0.301789
1008.000000,0.485362
1009.000000,0.562881
1010.000000,0.378822
1011.000000,1.000000
1012.000000,1.000000
1013.000000,0.093595
1014.000000,0.235256
1015.000000,0.150053
1016.000000,0.473518
1017.000000,0.070844
1018.000000,1.000000
1019.000000,0.359068
1020.000000,0.187274
1021.000000,0.194145
1022.000000,1.000000
1023.000000,0.959898
1024.000000,0.119760
1025.000000,0.143760
1026.000000,0.093423
1027.000000,0.058832
1028.000000,0.415855
1029.000000,0.202787
1030.000000,0.117577
1031.000000,0.908394
1032.000000,0.328536
1033.000000,0.115108
1034.000000,0.203558
1035.000000,1.000000
1036.000000,0.141851
1037.000000,0.118269
1038.000000,0.178414
1039.000000,1.000000
1040.000000,0.148647
1041.000000,0.374233
1042.000000,1.000000
1043.000000,0.401265
1044.000000,1.000000
1045.000000,0.056081
1046.000000,0.457837
1047.000000,0.512838
1048.000000,0.376206
1049.000000,0.116380
1050.000000,1.000000
1051.000000,0.229992
1052.000000,0.046162
1053.000000,0.466551
1054.000000,0.298926
1055.000000,0.516913
1056.000000,0.069440
1057.000000,0.077373
1058.000000,0.599079
1059.000000,0.657697
1060.000000,0.073149
1061.000000,1.000000
1062.000000,1.000000
1063.000000,0.476792
1064.000000,0.528098
1065.000000,0.082885
1066.000000,0.181252
1067.000000,0.145964
1068.000000,0.308660
1069.000000,0.350663
1070.000000,0.143940
1071.000000,0.125504
1072.000000,0.125109
1073.000000,0.836987
1074.000000,0.558913
1075.000000,0.083203
1076.000000,0.077723
1077.000000,0.066043
1078.000000,0.268307
1079.000000,0.051873
1080.000000,0.382029
1081.000000,0.352750
1082.000000,0.139463
1083.000000,0.234709
1084.000000,0.108675
1085.000000,0.173899
1086.000000,0.757611
1087.000000,0.082577
1088.000000,0.284304
1089.000000,0.071169
1090.000000,0.117817
1091.000000,0.169091
1092.000000,0.114373
1093.000000,0.181034
1094.000000,0.333302
1095.000000,0.529919
1096.000000,0.079760
1097.000000,1.000000
1098.000000,1.000000
1099.000000,0.033019
1100.000000,0.133991
1101.000000,0.650555
1102.000000,0.934714
1103.000000,0.064440
1104.000000,0.071812
1105.000000,0.114904
1106.000000,0.260191
1107.000000,1.000000
1108.000000,0.176251
1109.000000,0.366102
1110.000000,0.138491
1111.000000,0.080173
1112.000000,0.506650
1113.000000,0.117674
1114.000000,0.228451
1115.000000,0.080333
1116.000000,0.089862
1117.000000,0.171116
1118.000000,0.061017
1119.000000,1.000000
1120.000000,0.492964
1121.000000,0.143883
1122.000000,0.188872
1123.000000,0.049920
1124.000000,0.534946
1125.000000,0.069875
1126.000000,0.157705
1127.000000,1.000000
1128.000000,0.139190
1129.000000,1.000000
1130.000000,0.204804
1131.000000,0.235596
1132.000000,0.394530
1133.000000,0.596212
1134.000000,0.055751
1135.000000,0.097841
1136.000000,0.206419
1137.000000,0.103591
1138.000000,1.000000
1139.000000,0.066179
1140.000000,0.062106
1141.000000,0.442793
1142.000000,0.565622
1143.000000,0.272671
1144.000000,0.050812
1145.000000,0.100121
1146.000000,0.127509
1147.000000,0.087358
1148.000000,0.095114
1149.000000,0.154484
1150.000000,0.147750
1151.000000,0.100822
1152.000000,0.153166
1153.000000,0.164651
1154.000000,0.256982
1155.000000,0.226014
1156.000000,0.178684
1157.000000,0.400389
1158.000000,0.285957
1159.000000,1.000000
1160.000000,0.456143
1161.000000,0.248550
1162.000000,0.073696
1163.000000,0.881176
1164.000000,0.316232
1165.000000,1.000000
1166.000000,1.000000
1167.000000,1.000000
1168.000000,1.000000
1169.000000,0.646726
1170.000000,0.248812
1171.000000,0.117142
1172.000000,0.382508
1173.000000,0.081821
1174.000000,0.067403
1175.000000,0.183578
1176.000000,0.090068
1177.000000,1.000000
1178.000000,0.042354
1179.000000,0.882665
1180.000000,0.130205
1181.000000,0.145842
1182.000000,0.393938
1183.000000,0.090448
1184.000000,0.801028
1185.000000,0.054852
1186.000000,0.143228
1187.000000,0.275898
1188.000000,0.043593
1189.000000,0.112891
1190.000000,1.000000
1191.000000,0.228829
1192.000000,0.240909
1193.000000,1.000000
1194.000000,0.349914
1195.000000,1.000000
1196.000000,0.374257
1197.000000,0.111327
1198.000000,0.611729
1199.000000,0.093079
1200.000000,0.600357
1201.000000,0.497022
1202.000000,0.603019
1203.000000,0.355611
1204.000000,0.156132
1205.000000,0.131052
1206.000000,0.266535
1207.000000,0.113528
1208.000000,0.074593
1209.000000,0.158577
1210.000000,0.186093
1211.000000,0.166706
1212.000000,0.681940
1213.000000,0.423031
1214.000000,1.000000
1215.000000,0.429343
1216.000000,1.000000
1217.000000,0.096704
1218.000000,0.417506
1219.000000,1.000000
1220.000000,0.055173
1221.000000,0.057502
1222.000000,0.236913
1223.000000,0.656982
1224.000000,0.114474
1225.000000,1.000000
1226.000000,1.000000
1227.000000,0.185313
1228.000000,0.205479
1229.000000,0.110746
1230.000000,0.255398
1231.000000,0.543523
1232.000000,0.087855
1233.000000,0.209270
1234.000000,0.321340
1235.000000,0.092589
1236.000000,0.051995
1237.000000,0.100671
1238.000000,0.125598
1239.000000,1.000000
1240.000000,0.045143
1241.000000,0.281911
1242.000000,0.083245
1243.000000,0.332685
1244.000000,0.159794
1245.000000,1.000000
1246.000000,0.613518
1247.000000,1.000000
1248.000000,0.212857
1249.000000,1.000000
1250.000000,0.133891
1251.000000,0.104373
1252.000000,0.128321
1253.000000,1.000000
1254.000000,1.000000
1255.000000,1.000000
1256.000000,0.294585
1257.000000,0.132659
1258.000000,0.064458
1259.000000,0.358774
1260.000000,1.000000
1261.000000,0.063919
1262.000000,0.094632
1263.000000,1.000000
1264.000000,0.643579
1265.000000,1.000000
1266.000000,0.136415
1267.000000,0.380208
1268.000000,1.000000
1269.000000,0.189019
1270.000000,0.087287
1271.000000,0.058462
1272.000000,0.516015
1273.000000,0.382234
1274.000000,1.000000
1275.000000,0.074743
1276.000000,0.087844
1277.000000,0.911045
1278.000000,1.000000
1279.000000,0.116787
1280.000000,0.396020
1281.000000,0.050825
1282.000000,1.000000
1283.000000,0.038414
1284.000000,0.395246
1285.000000,0.045882
1286.000000,1.000000
1287.000000,0.102169
1288.000000,0.068066
1289.000000,0.279822
1290.000000,0.077100
1291.000000,0.283522
1292.000000,0.067085
1293.000000,0.037212
1294.000000,1.000000
1295.000000,0.266978
1296.000000,0.483452
1297.000000,0.080086
1298.000000,1.000000
1299.000000,1.000000
1300.000000,1.000000
1301.000000,0.255905
1302.000000,0.446537
1303.000000,1.000000
1304.000000,0.167128
1305.000000,0.223300
1306.000000,0.042271
1307.000000,0.175977
1308.000000,1.000000
1309.000000,0.092745
1310.000000,0.165746
1311.000000,0.975800
1312.000000,0.058222
1313.000000,0.346765
1314.000000,0.090990
1315.000000,0.042403
1316.000000,0.189519
1317.000000,1.000000
1318.000000,0.115891
1319.000000,0.128274
1320.000000,1.000000
1321.000000,1.000000
1322.000000,0.266592
1323.000000,0.358203
1324.000000,0.156250
1325.000000,0.083425
1326.000000,0.261767
1327.000000,0.049829
1328.000000,0.159340
1329.000000,1.000000
1330.000000,0.414490
1331.000000,0.055788
1332.000000,0.103330
1333.000000,0.417870
1334.000000,0.120387
1335.000000,0.145994
1336.000000,0.045942
1337.000000,0.122688
1338.000000,0.110052
1339.000000,0.183662
1340.000000,0.610202
1341.000000,0.283848
1342.000000,0.093901
1343.000000,0.150831
1344.000000,0.103960
1345.000000,0.244528
1346.000000,1.000000
1347.000000,0.102955
1348.000000,0.183732
1349.000000,0.115432
1350.000000,0.081716
1351.000000,0.341037
1352.000000,0.786002
1353.000000,0.223990
1354.000000,1.000000
1355.000000,0.472567
1356.000000,0.626994
1357.000000,0.198834
