
input orientation, VRS
DMU,Peer,Lambda,Classification
1.000000,393.000000,0.095849,IRS
,1431.000000,0.117695
,917.000000,0.060577
,249.000000,0.050150
,458.000000,0.675729
2.000000,458.000000,0.446581,IRS
,1763.000000,0.176842
,1837.000000,0.376577
3.000000,336.000000,0.164699,IRS
,330.000000,0.079871
,678.000000,0.074722
,253.000000,0.429876
,440.000000,0.060823
,1431.000000,0.005898
,1062.000000,0.184112
4.000000,336.000000,0.464060,IRS
,116.000000,0.096645
,1050.000000,0.261763
,253.000000,0.166037
,1062.000000,0.011496
5.000000,1874.000000,0.006484,IRS
,1530.000000,0.299225
,1748.000000,0.303882
,1039.000000,0.116160
,707.000000,0.274248
6.000000,1526.000000,0.022862,IRS
,1255.000000,0.057783
,330.000000,0.488067
,949.000000,0.303661
,1062.000000,0.127628
7.000000,1874.000000,0.236833,IRS
,336.000000,0.231304
,1050.000000,0.185760
,330.000000,0.346104
8.000000,1874.000000,0.640743,IRS
,336.000000,0.090042
,1166.000000,0.068443
,330.000000,0.104288
,678.000000,0.045858
,253.000000,0.030186
,947.000000,0.020441
9.000000,2083.000000,0.294171,IRS
,1300.000000,0.158469
,330.000000,0.458888
,1255.000000,0.049240
,1062.000000,0.039232
10.000000,10.000000,1.000000,CRS
11.000000,253.000000,0.138573,IRS
,1748.000000,0.715357
,1398.000000,0.110022
,1260.000000,0.036048
12.000000,749.000000,0.490094,IRS
,440.000000,0.024690
,1062.000000,0.078021
,1973.000000,0.191551
,468.000000,0.024357
,393.000000,0.058208
,1748.000000,0.133080
13.000000,889.000000,0.347663,IRS
,253.000000,0.119035
,330.000000,0.204772
,440.000000,0.004575
,468.000000,0.323955
14.000000,1874.000000,0.052590,IRS
,572.000000,0.436748
,1062.000000,0.222771
,116.000000,0.017713
,44.000000,0.098098
,767.000000,0.172079
15.000000,464.000000,0.190667,IRS
,572.000000,0.276268
,666.000000,0.274766
,1391.000000,0.019150
,965.000000,0.011643
,2060.000000,0.060528
,1298.000000,0.136151
,635.000000,0.030828
16.000000,336.000000,0.089488,IRS
,253.000000,0.014876
,1166.000000,0.166595
,440.000000,0.200344
,1907.000000,0.491262
,330.000000,0.037435
17.000000,1526.000000,0.271106,IRS
,727.000000,0.023652
,713.000000,0.131714
,44.000000,0.573528
18.000000,18.000000,1.000000,CRS
19.000000,1874.000000,0.039668,IRS
,336.000000,0.346778
,1050.000000,0.444767
,330.000000,0.168787
20.000000,1166.000000,0.295081,IRS
,572.000000,0.142221
,1907.000000,0.449647
,965.000000,0.010979
,110.000000,0.073254
,947.000000,0.028817
21.000000,1415.000000,0.157382,IRS
,44.000000,0.792981
,2094.000000,0.049636
22.000000,1874.000000,0.222669,IRS
,1581.000000,0.250651
,44.000000,0.309779
,1837.000000,0.216901
23.000000,336.000000,0.676656,IRS
,997.000000,0.054704
,1612.000000,0.017219
,1300.000000,0.251422
24.000000,24.000000,1.000000,CRS
25.000000,1526.000000,0.025476,IRS
,1398.000000,0.036947
,330.000000,0.327695
,1255.000000,0.553630
,1260.000000,0.056252
26.000000,26.000000,1.000000,CRS
27.000000,458.000000,0.036361,IRS
,1943.000000,0.098355
,1837.000000,0.299457
,678.000000,0.565827
28.000000,24.000000,0.092590,IRS
,446.000000,0.274864
,440.000000,0.027922
,678.000000,0.068604
,253.000000,0.167784
,1391.000000,0.077146
,368.000000,0.291090
29.000000,1874.000000,0.370719,IRS
,1763.000000,0.005509
,1837.000000,0.106647
,368.000000,0.315760
,468.000000,0.071061
,947.000000,0.130305
30.000000,447.000000,0.100921,IRS
,249.000000,0.153489
,1431.000000,0.074447
,393.000000,0.226635
,678.000000,0.444508
31.000000,1581.000000,0.363697,IRS
,727.000000,0.044845
,713.000000,0.161371
,44.000000,0.430087
32.000000,1641.000000,0.383082,IRS
,393.000000,0.011489
,1431.000000,0.286086
,1763.000000,0.165599
,458.000000,0.153744
33.000000,2002.000000,0.131786,IRS
,1763.000000,0.287605
,1263.000000,0.071285
,678.000000,0.063806
,418.000000,0.270222
,393.000000,0.175296
34.000000,760.000000,0.098381,IRS
,249.000000,0.393829
,1431.000000,0.457265
,187.000000,0.000874
,288.000000,0.049651
35.000000,1874.000000,0.086342,IRS
,336.000000,0.180515
,1050.000000,0.378466
,330.000000,0.354677
36.000000,1321.000000,0.004488,IRS
,889.000000,0.438903
,1431.000000,0.098382
,330.000000,0.109838
