
input orientation, VRS
DMU,Efficiency,Holidays Taken,DeadlinesMissed,Manager Score,Experience(yrs),EOY(points),TaskAssigned,DeadlinesMet,EOM points (agg),TaskCompleted,number of EOM,VRS
9.000000,0.182078,0.468208,0.531792,0.000000,0.000000,0.000000,0.073890,0.000000,0.108188,0.000000,0.000000
10.000000,0.094252,0.743367,0.256633,0.000000,0.000000,0.000000,0.030527,0.000000,0.063724,0.000000,0.000000
11.000000,0.090300,0.900556,0.099444,0.000000,0.000000,0.090300,0.000000,0.000000,0.000000,0.000000,0.000000
12.000000,0.344966,0.336291,0.663709,0.000000,0.000000,0.000000,0.128312,0.000000,0.216654,0.000000,0.000000
13.000000,0.100551,0.857901,0.142099,0.000000,0.000000,0.000000,0.037142,0.000000,0.063409,0.000000,0.000000
14.000000,0.464456,0.569982,0.430018,0.000000,0.000000,0.140618,0.000000,0.000000,0.323838,0.000000,0.000000
15.000000,0.060596,0.255319,0.744681,0.000000,0.000000,0.000000,0.000000,0.000000,0.011303,0.000000,0.049294
16.000000,0.159524,0.782528,0.217472,0.000000,0.000000,0.000000,0.000000,0.071835,0.087689,0.000000,0.000000
17.000000,0.874572,0.177302,0.822698,0.000000,0.000000,0.338810,0.000000,0.000000,0.535762,0.000000,0.000000
18.000000,0.284504,0.522411,0.477589,0.181677,0.000000,0.000000,0.000000,0.000000,0.102827,0.000000,0.000000
19.000000,0.152667,0.403192,0.596808,0.000000,0.000000,0.000000,0.051363,0.000000,0.101304,0.000000,0.000000
20.000000,0.122273,0.917114,0.082886,0.000000,0.000000,0.000000,0.000000,0.000000,0.010823,0.000000,0.111450
21.000000,0.350951,0.472810,0.527190,0.000000,0.000000,0.000000,0.235015,0.000000,0.115935,0.000000,0.000000
22.000000,0.076132,0.955879,0.044121,0.072433,0.000000,0.000000,0.000000,0.000000,0.003699,0.000000,0.000000
23.000000,0.108227,0.925295,0.074705,0.000000,0.000000,0.070735,0.000000,0.000000,0.037492,0.000000,0.000000
24.000000,0.434326,0.707337,0.292663,0.151961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.282365
25.000000,0.442258,0.519904,0.480096,0.096332,0.000000,0.048552,0.000000,0.000000,0.297374,0.000000,0.000000
26.000000,0.226012,0.873237,0.126763,0.000000,0.000000,0.000000,0.000000,0.038066,0.187946,0.000000,0.000000
27.000000,0.336907,0.450557,0.549443,0.000000,0.000000,0.000000,0.118842,0.051117,0.139773,0.000000,0.027174
28.000000,0.095623,0.786931,0.213069,0.000000,0.000000,0.000000,0.026108,0.000000,0.069514,0.000000,0.000000
29.000000,0.106063,0.344300,0.655700,0.106063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.000000,0.158842,0.778024,0.221976,0.045585,0.000000,0.000000,0.088799,0.000000,0.024458,0.000000,0.000000
31.000000,0.779644,0.848683,0.151317,0.000000,0.000000,0.000000,0.295445,0.000000,0.484199,0.000000,0.000000
32.000000,0.391307,0.768756,0.231244,0.000000,0.000000,0.000000,0.072102,0.019875,0.252420,0.000000,0.046909
33.000000,0.101156,0.383081,0.616919,0.000000,0.000000,0.000000,0.054752,0.000000,0.046403,0.000000,0.000000
34.000000,0.237057,0.850382,0.149618,0.058612,0.000000,0.000000,0.046660,0.000000,0.131784,0.000000,0.000000
35.000000,0.319462,0.795019,0.204981,0.000000,0.000000,0.000000,0.075350,0.011821,0.201797,0.000000,0.030493
36.000000,0.082367,0.840283,0.159717,0.000000,0.000000,0.020951,0.027077,0.000000,0.034339,0.000000,0.000000
37.000000,0.352882,0.507561,0.492439,0.000000,0.000000,0.000000,0.089352,0.000000,0.199957,0.000000,0.063573
38.000000,0.057187,0.928475,0.071525,0.000000,0.000000,0.000000,0.057187,0.000000,0.000000,0.000000,0.000000
39.000000,0.098859,0.843012,0.156988,0.000000,0.000000,0.000000,0.000000,0.047134,0.051725,0.000000,0.000000
40.000000,0.604537,0.566559,0.433441,0.000000,0.000000,0.000000,0.000000,0.174050,0.304317,0.000000,0.126170
41.000000,1.000000,0.519694,0.480306,0.000000,0.000000,0.000000,0.508476,0.000000,0.491524,0.000000,0.000000
42.000000,0.074159,0.267309,0.732691,0.000000,0.000000,0.000000,0.000000,0.000000,0.020712,0.000000,0.053447
43.000000,0.243431,0.635419,0.364581,0.000000,0.000000,0.000000,0.096760,0.008774,0.082312,0.000000,0.055585
44.000000,0.290175,0.533884,0.466116,0.000000,0.000000,0.013521,0.000000,0.000000,0.276654,0.000000,0.000000
45.000000,1.000000,0.905982,0.094018,0.000000,0.000000,0.000000,0.031445,0.000000,0.809374,0.000000,0.159182
46.000000,0.157258,0.342608,0.657392,0.000000,0.000000,0.000000,0.047264,0.000000,0.109994,0.000000,0.000000
47.000000,0.105263,0.908303,0.091697,0.000000,0.000000,0.000000,0.035504,0.069758,0.000000,0.000000,0.000000
48.000000,0.170317,0.802685,0.197315,0.000000,0.000000,0.000000,0.000000,0.067210,0.103107,0.000000,0.000000
49.000000,0.078969,0.937603,0.062397,0.000000,0.003153,0.055074,0.000000,0.000000,0.020741,0.000000,0.000000
50.000000,0.387274,0.866035,0.133965,0.000000,0.109036,0.095589,0.000000,0.000000,0.182649,0.000000,0.000000
51.000000,0.196457,0.444033,0.555967,0.000000,0.000000,0.110868,0.000000,0.000000,0.085589,0.000000,0.000000
52.000000,0.313096,0.849191,0.150809,0.000000,0.000000,0.000000,0.144719,0.000000,0.168377,0.000000,0.000000
53.000000,0.159847,0.841935,0.158065,0.143423,0.000000,0.000000,0.016424,0.000000,0.000000,0.000000,0.000000
54.000000,0.092218,0.268192,0.731808,0.068944,0.000000,0.000000,0.000000,0.000000,0.023274,0.000000,0.000000
55.000000,0.312729,0.931691,0.068309,0.000000,0.000000,0.087722,0.020999,0.000000,0.204007,0.000000,0.000000
56.000000,0.609166,0.536367,0.463633,0.000000,0.000000,0.000000,0.230329,0.378837,0.000000,0.000000,0.000000
57.000000,0.368382,0.828476,0.171524,0.000000,0.000000,0.135700,0.000000,0.000000,0.232682,0.000000,0.000000
58.000000,0.184766,0.300209,0.699791,0.053540,0.000000,0.000000,0.131226,0.000000,0.000000,0.000000,0.000000
59.000000,0.172872,0.946528,0.053472,0.135993,0.000000,0.000000,0.000000,0.000000,0.036879,0.000000,0.000000
60.000000,0.237316,0.316251,0.683749,0.000000,0.000000,0.100959,0.000000,0.000000,0.136357,0.000000,0.000000
61.000000,1.000000,0.897951,0.102049,0.405427,0.000000,0.000000,0.000000,0.160738,0.433835,0.000000,0.000000
62.000000,0.070669,0.916584,0.083416,0.000000,0.055987,0.000000,0.000000,0.000000,0.014682,0.000000,0.000000
63.000000,0.170370,0.825653,0.174347,0.000000,0.000000,0.000000,0.090424,0.000000,0.079946,0.000000,0.000000
64.000000,0.830970,0.813521,0.186479,0.000000,0.000000,0.000000,0.235009,0.000000,0.453705,0.000000,0.142256
65.000000,0.074411,0.767773,0.232227,0.000000,0.000000,0.000000,0.036406,0.000000,0.038005,0.000000,0.000000
66.000000,0.197392,0.499264,0.500736,0.000000,0.000000,0.000000,0.065501,0.000000,0.131891,0.000000,0.000000
67.000000,0.265630,0.564586,0.435414,0.000000,0.000000,0.048686,0.000000,0.000000,0.216945,0.000000,0.000000
68.000000,0.273908,0.460055,0.539945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.273908
69.000000,0.080266,0.263972,0.736028,0.000000,0.000000,0.000000,0.000000,0.000000,0.014102,0.000000,0.066164
70.000000,0.134327,0.907582,0.092418,0.000000,0.000000,0.000000,0.015001,0.007969,0.111358,0.000000,0.000000
71.000000,0.183159,0.421793,0.578207,0.183159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
72.000000,0.415296,0.742353,0.257647,0.000000,0.000000,0.120962,0.087328,0.000000,0.198304,0.000000,0.008703
73.000000,0.329279,0.707385,0.292615,0.000000,0.000000,0.000000,0.048442,0.000000,0.280837,0.000000,0.000000
74.000000,0.094792,0.156128,0.843872,0.094792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
75.000000,0.121071,0.869677,0.130323,0.000000,0.000000,0.034950,0.024730,0.000000,0.061391,0.000000,0.000000
76.000000,0.087346,0.848679,0.151321,0.000000,0.000000,0.000000,0.074830,0.000000,0.012516,0.000000,0.000000
77.000000,0.056526,0.854463,0.145537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056526
78.000000,0.090183,0.857133,0.142867,0.000000,0.000000,0.000000,0.000000,0.046862,0.043321,0.000000,0.000000
79.000000,0.138711,0.874137,0.125863,0.000000,0.000000,0.000000,0.000000,0.094089,0.044622,0.000000,0.000000
80.000000,0.214388,0.768209,0.231791,0.000000,0.000000,0.000000,0.191844,0.000000,0.022544,0.000000,0.000000
81.000000,0.109096,0.514309,0.485691,0.062386,0.000000,0.000000,0.000000,0.000000,0.046710,0.000000,0.000000
82.000000,0.085739,0.844947,0.155053,0.000000,0.085739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
83.000000,0.604840,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.555394,0.049446,0.000000
84.000000,0.080405,0.418204,0.581796,0.000000,0.000000,0.000000,0.053285,0.000000,0.027120,0.000000,0.000000
85.000000,0.052236,0.951002,0.048998,0.045566,0.000000,0.000000,0.000000,0.000000,0.006670,0.000000,0.000000
86.000000,0.193239,0.710228,0.289772,0.000000,0.000000,0.000000,0.072561,0.000000,0.120678,0.000000,0.000000
87.000000,0.121531,0.856093,0.143907,0.000000,0.000000,0.091708,0.000000,0.000000,0.029824,0.000000,0.000000
88.000000,0.203191,0.758704,0.241296,0.000000,0.000000,0.000000,0.092664,0.000000,0.110527,0.000000,0.000000
89.000000,0.161648,0.849674,0.150326,0.000000,0.000000,0.000000,0.028141,0.000000,0.133507,0.000000,0.000000
90.000000,0.369239,0.888150,0.111850,0.298064,0.000000,0.000000,0.000000,0.000000,0.071176,0.000000,0.000000
91.000000,0.405162,0.616520,0.383480,0.000000,0.000000,0.000000,0.069907,0.000000,0.335254,0.000000,0.000000
92.000000,0.302581,0.951433,0.048567,0.000000,0.000000,0.220828,0.000000,0.000000,0.081753,0.000000,0.000000
93.000000,0.305688,0.230366,0.769634,0.000000,0.000000,0.000000,0.000000,0.000000,0.142609,0.000000,0.163079
94.000000,0.069099,0.311639,0.688361,0.000000,0.000000,0.000000,0.016483,0.000000,0.052615,0.000000,0.000000
95.000000,0.156805,0.845254,0.154746,0.058860,0.000000,0.000000,0.065361,0.000000,0.032584,0.000000,0.000000
96.000000,0.092102,0.295235,0.704765,0.000000,0.000000,0.053910,0.000000,0.000000,0.038192,0.000000,0.000000
97.000000,0.288546,0.590605,0.409395,0.000000,0.000000,0.000000,0.000000,0.134798,0.153749,0.000000,0.000000
98.000000,0.109832,0.881960,0.118040,0.000000,0.000000,0.082493,0.000000,0.000000,0.027339,0.000000,0.000000
99.000000,0.071822,0.929224,0.070776,0.000000,0.000000,0.000000,0.066487,0.000000,0.005336,0.000000,0.000000
100.000000,0.117925,0.140401,0.859599,0.000000,0.000000,0.032287,0.085638,0.000000,0.000000,0.000000,0.000000
101.000000,0.335917,0.311570,0.688430,0.000000,0.264576,0.000000,0.000000,0.000000,0.071342,0.000000,0.000000
102.000000,0.314938,0.840877,0.159123,0.000000,0.000000,0.060898,0.065308,0.000000,0.188732,0.000000,0.000000
103.000000,0.355833,0.852395,0.147605,0.000000,0.000000,0.000000,0.159018,0.106930,0.089885,0.000000,0.000000
104.000000,0.664253,0.289410,0.710590,0.000000,0.000000,0.000000,0.323357,0.072862,0.268034,0.000000,0.000000
105.000000,0.132261,0.715121,0.284879,0.000000,0.000000,0.000000,0.061440,0.000000,0.070821,0.000000,0.000000
106.000000,0.092180,0.265459,0.734541,0.000000,0.030346,0.000000,0.000000,0.000000,0.016061,0.000000,0.045773
107.000000,0.501418,0.851360,0.148640,0.000000,0.000000,0.501418,0.000000,0.000000,0.000000,0.000000,0.000000
108.000000,0.096554,0.880386,0.119614,0.000000,0.000000,0.000000,0.089649,0.000000,0.006906,0.000000,0.000000
109.000000,0.538873,0.756809,0.243191,0.000000,0.000000,0.153918,0.000000,0.000000,0.384954,0.000000,0.000000
110.000000,0.094080,0.942544,0.057456,0.085163,0.000000,0.000000,0.000000,0.000000,0.008917,0.000000,0.000000
111.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
112.000000,0.215990,0.790578,0.209422,0.000000,0.000000,0.000000,0.044229,0.012984,0.131564,0.000000,0.027213
113.000000,0.171998,0.642928,0.357072,0.000000,0.117779,0.000000,0.000000,0.000000,0.054219,0.000000,0.000000
114.000000,0.314354,0.444317,0.555683,0.185992,0.000000,0.000000,0.000000,0.000000,0.128362,0.000000,0.000000
115.000000,0.263392,0.411815,0.588185,0.000000,0.000000,0.000000,0.084046,0.000000,0.179346,0.000000,0.000000
116.000000,0.182692,0.184766,0.815234,0.182692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
117.000000,0.376921,0.923663,0.076337,0.000000,0.000000,0.200552,0.000000,0.000000,0.176370,0.000000,0.000000
118.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119.000000,0.478745,0.261640,0.738360,0.000000,0.000000,0.354603,0.000000,0.000000,0.124142,0.000000,0.000000
120.000000,0.194898,0.938816,0.061184,0.000000,0.000000,0.149193,0.000000,0.000000,0.045705,0.000000,0.000000
121.000000,0.373875,0.639787,0.360213,0.373875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
122.000000,0.080104,0.869767,0.130233,0.000000,0.000000,0.000000,0.080104,0.000000,0.000000,0.000000,0.000000
123.000000,0.055365,0.938908,0.061092,0.000000,0.055365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124.000000,0.444866,0.209640,0.790360,0.000000,0.000000,0.198471,0.000000,0.000000,0.246394,0.000000,0.000000
125.000000,0.637351,0.920073,0.079927,0.000000,0.421498,0.000000,0.000000,0.000000,0.215853,0.000000,0.000000
126.000000,0.165614,0.934502,0.065498,0.000000,0.000000,0.000000,0.000000,0.000000,0.024239,0.000000,0.141375
127.000000,0.244921,0.488444,0.511556,0.000000,0.000000,0.000000,0.078602,0.000000,0.166319,0.000000,0.000000
128.000000,0.502588,0.394185,0.605815,0.000000,0.222138,0.000000,0.000000,0.131280,0.149170,0.000000,0.000000
129.000000,0.118035,0.852192,0.147808,0.000000,0.000000,0.000000,0.033954,0.019638,0.064442,0.000000,0.000000
130.000000,0.196096,0.474892,0.525108,0.000000,0.000000,0.049823,0.000000,0.009966,0.136307,0.000000,0.000000
131.000000,1.000000,0.254532,0.745468,0.000000,0.874534,0.000000,0.000000,0.000000,0.125466,0.000000,0.000000
132.000000,0.090000,0.852058,0.147942,0.000000,0.000000,0.000000,0.025672,0.000000,0.064327,0.000000,0.000000
133.000000,0.067832,0.878445,0.121555,0.000000,0.000000,0.000000,0.045534,0.012215,0.010083,0.000000,0.000000
134.000000,0.442624,0.451045,0.548955,0.114500,0.000000,0.000000,0.147683,0.000000,0.168763,0.000000,0.011678
135.000000,0.142985,0.935679,0.064321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.142985
136.000000,1.000000,0.901616,0.098384,0.000000,0.000000,0.000000,0.000000,0.000000,0.488825,0.511175,0.000000
137.000000,0.193553,0.849387,0.150613,0.056873,0.000000,0.000000,0.072148,0.000000,0.064532,0.000000,0.000000
138.000000,0.381746,0.784439,0.215561,0.000000,0.000000,0.000000,0.107385,0.064061,0.210301,0.000000,0.000000
139.000000,0.955133,0.309203,0.690797,0.000000,0.000000,0.616684,0.000000,0.000000,0.338449,0.000000,0.000000
140.000000,0.078091,0.882714,0.117286,0.000000,0.000000,0.000000,0.024210,0.000000,0.032899,0.000000,0.020982
141.000000,0.107370,0.790853,0.209147,0.000000,0.000000,0.000000,0.046205,0.000000,0.061165,0.000000,0.000000
142.000000,0.081184,0.834141,0.165859,0.000000,0.000000,0.000000,0.000000,0.064679,0.016504,0.000000,0.000000
143.000000,0.072541,0.869163,0.130837,0.000000,0.000000,0.000000,0.049261,0.000000,0.023280,0.000000,0.000000
144.000000,0.127092,0.851917,0.148083,0.000000,0.000000,0.000000,0.000000,0.051678,0.075414,0.000000,0.000000
145.000000,0.353901,0.805311,0.194689,0.000000,0.000000,0.000000,0.041036,0.010076,0.302788,0.000000,0.000000
146.000000,0.306358,0.454450,0.545550,0.074136,0.000000,0.045400,0.000000,0.000000,0.186822,0.000000,0.000000
147.000000,0.169903,0.606796,0.393204,0.000000,0.169903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
148.000000,0.430404,0.407283,0.592717,0.242890,0.000000,0.000000,0.000000,0.000000,0.187515,0.000000,0.000000
149.000000,0.093373,0.865444,0.134556,0.028974,0.000000,0.000000,0.025047,0.000000,0.039352,0.000000,0.000000
150.000000,0.093577,0.922326,0.077674,0.000000,0.000000,0.000000,0.000000,0.000000,0.008820,0.000000,0.084758
151.000000,0.092674,0.723338,0.276662,0.000000,0.000000,0.000000,0.041020,0.000000,0.051653,0.000000,0.000000
152.000000,0.624178,0.340150,0.659850,0.000000,0.000000,0.000000,0.326314,0.075347,0.222517,0.000000,0.000000
153.000000,0.459308,0.804158,0.195842,0.000000,0.000000,0.000000,0.029013,0.000000,0.430295,0.000000,0.000000
154.000000,0.134161,0.869836,0.130164,0.000000,0.000000,0.000000,0.120119,0.000000,0.014041,0.000000,0.000000
155.000000,0.047180,0.947939,0.052061,0.000000,0.047180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
156.000000,0.447792,0.762154,0.237846,0.447792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
157.000000,0.224022,0.870811,0.129189,0.000000,0.000000,0.000000,0.000000,0.063745,0.160277,0.000000,0.000000
158.000000,0.141829,0.803940,0.196060,0.000000,0.000000,0.141829,0.000000,0.000000,0.000000,0.000000,0.000000
159.000000,0.061640,0.948594,0.051406,0.000000,0.000000,0.000000,0.058292,0.000000,0.003348,0.000000,0.000000
160.000000,0.058289,0.896364,0.103636,0.000000,0.000000,0.000000,0.000000,0.000000,0.003869,0.000000,0.054420
161.000000,0.235534,0.432029,0.567971,0.000000,0.000000,0.000000,0.109048,0.000000,0.126486,0.000000,0.000000
162.000000,0.100565,0.834750,0.165250,0.000000,0.000000,0.035758,0.040245,0.000000,0.024563,0.000000,0.000000
163.000000,1.000000,0.097527,0.902473,0.000000,0.000000,0.321389,0.175129,0.000000,0.503482,0.000000,0.000000
164.000000,0.174798,0.741888,0.258112,0.000000,0.000000,0.000000,0.000000,0.097218,0.077581,0.000000,0.000000
165.000000,1.000000,0.739570,0.260430,0.000000,0.000000,0.245122,0.000000,0.000000,0.660572,0.094305,0.000000
166.000000,0.047102,0.954688,0.045312,0.000000,0.047102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
167.000000,0.083177,0.852560,0.147440,0.000000,0.000000,0.000000,0.000000,0.044083,0.039094,0.000000,0.000000
168.000000,0.233014,0.507402,0.492598,0.000000,0.000000,0.069464,0.097986,0.000000,0.065564,0.000000,0.000000
169.000000,0.063762,0.939527,0.060473,0.000000,0.000000,0.050478,0.000000,0.000000,0.013284,0.000000,0.000000
170.000000,0.393364,0.237340,0.762660,0.000000,0.000000,0.089299,0.000000,0.000000,0.304065,0.000000,0.000000
171.000000,0.135032,0.270169,0.729831,0.000000,0.000000,0.000000,0.018132,0.000000,0.116900,0.000000,0.000000
172.000000,1.000000,0.965532,0.034468,0.000000,0.328790,0.000000,0.197637,0.371995,0.101578,0.000000,0.000000
173.000000,0.506733,0.843995,0.156005,0.000000,0.000000,0.000000,0.375547,0.000000,0.131187,0.000000,0.000000
174.000000,0.485470,0.461933,0.538067,0.000000,0.000000,0.000000,0.349824,0.000000,0.000000,0.000000,0.135645
175.000000,0.588439,0.899062,0.100938,0.000000,0.000000,0.000000,0.053467,0.026798,0.508175,0.000000,0.000000
176.000000,0.155226,0.878325,0.121675,0.000000,0.126326,0.000000,0.000000,0.000000,0.028900,0.000000,0.000000
177.000000,0.076964,0.866656,0.133344,0.000000,0.000000,0.021054,0.024013,0.000000,0.030332,0.000000,0.001566
178.000000,0.072678,0.798177,0.201823,0.000000,0.000000,0.000000,0.024641,0.000000,0.048038,0.000000,0.000000
179.000000,0.267158,0.437194,0.562806,0.217044,0.000000,0.000000,0.000000,0.000000,0.050114,0.000000,0.000000
180.000000,0.278317,0.503663,0.496337,0.000000,0.000000,0.055635,0.024700,0.000000,0.197982,0.000000,0.000000
181.000000,0.179487,0.354721,0.645279,0.128146,0.000000,0.000000,0.000000,0.000000,0.051340,0.000000,0.000000
182.000000,0.130977,0.257796,0.742204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.130977
183.000000,0.527687,0.274058,0.725942,0.000000,0.000000,0.000000,0.000000,0.000000,0.136143,0.000000,0.391544
184.000000,0.212569,0.916191,0.083809,0.000000,0.000000,0.186127,0.000000,0.000000,0.021205,0.000000,0.005237
185.000000,0.115163,0.357374,0.642626,0.000000,0.000000,0.088022,0.000000,0.000000,0.027141,0.000000,0.000000
186.000000,0.137928,0.802997,0.197003,0.000000,0.000000,0.000000,0.081058,0.000000,0.056870,0.000000,0.000000
187.000000,0.142666,0.855922,0.144078,0.000000,0.000000,0.000000,0.000000,0.058379,0.084287,0.000000,0.000000
188.000000,0.305865,0.860564,0.139436,0.000000,0.000000,0.000000,0.000000,0.057333,0.248533,0.000000,0.000000
189.000000,0.127010,0.207043,0.792957,0.000000,0.000000,0.082636,0.000000,0.000000,0.044373,0.000000,0.000000
190.000000,0.185217,0.886264,0.113736,0.000000,0.000000,0.185217,0.000000,0.000000,0.000000,0.000000,0.000000
191.000000,0.063687,0.907422,0.092578,0.000000,0.000000,0.000000,0.063687,0.000000,0.000000,0.000000,0.000000
192.000000,0.086407,0.806070,0.193930,0.000000,0.000000,0.000000,0.046435,0.000000,0.039972,0.000000,0.000000
193.000000,0.215661,0.847016,0.152984,0.117011,0.000000,0.000000,0.029920,0.000000,0.068731,0.000000,0.000000
194.000000,0.067457,0.120735,0.879265,0.000000,0.067457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
195.000000,0.115451,0.366939,0.633061,0.000000,0.000000,0.000000,0.025514,0.000000,0.089938,0.000000,0.000000
196.000000,0.072027,0.750348,0.249652,0.000000,0.000000,0.000000,0.036266,0.000000,0.035761,0.000000,0.000000
197.000000,0.193584,0.883190,0.116810,0.000000,0.000000,0.000000,0.000000,0.000000,0.033901,0.000000,0.159683
198.000000,1.000000,0.711766,0.288234,0.000000,0.000000,0.000000,0.000000,0.000000,0.905642,0.094358,0.000000
199.000000,0.074624,0.922148,0.077852,0.000000,0.000000,0.056150,0.000000,0.000000,0.018474,0.000000,0.000000
